Year,Relationship to the victim,Offence type,Offence category,Threat type,Age,Ethnicity,Ethnicity type,Marital status,Employment status,Occupation,Highest qualification,Disability status,Disability severity,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,Region,Value
2015,,Non-sexual,,,,Other ethnic group,,,,,,,,,,,,,,,,,,1.226519946
2015,,Non-sexual,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,1.75392677
2015,,Non-sexual,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,1.710109509
2015,,Non-sexual,,,,,,Married,,,,,,,,,,,,,,,,1.36218584
2015,,Non-sexual,,,,,,Cohabiting,,,,,,,,,,,,,,,,1.589899492
2015,,Non-sexual,,,,,,Single,,,,,,,,,,,,,,,,1.189873614
2015,,Non-sexual,,,,,,Separated,,,,,,,,,,,,,,,,2.721897657
2015,,Non-sexual,,,,,,Divorced,,,,,,,,,,,,,,,,2.594414801
2015,,Non-sexual,,,,,,Widowed,,,,,,,,,,,,,,,,1.80910803
2015,,Non-sexual,,,,,,,Employed,,,,,,,,,,,,,,,1.623100187
2015,,Non-sexual,,,,,,,Unemployed,,,,,,,,,,,,,,,1.145511474
2015,,Non-sexual,,,,,,,Inactive,,,,,,,,,,,,,,,1.716992846
2015,,Non-sexual,,,,,,,Student,,,,,,,,,,,,,,,1.171641276
2015,,Non-sexual,,,,,,,Looking after family/home,,,,,,,,,,,,,,,1.408507516
2015,,Non-sexual,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,1.182599611
2015,,Non-sexual,,,,,,,Retired,,,,,,,,,,,,,,,1.625240029
2015,,Non-sexual,,,,,,,Other inactive,,,,,,,,,,,,,,North East,1.792539345
2015,,Non-sexual,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,North West,1.358447445
2015,,Non-sexual,,,,,,,,Intermediate occupations,,,,,,,,,,,,,Yorkshire and the Humber,1.062412195
2015,,Non-sexual,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,East Midlands,1.138149063
2015,,Non-sexual,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,West Midlands,1.748016503
2015,,Non-sexual,,,,,,,,Full-time students,,,,,,,,,,,,,East of England,1.92211682
2015,,Non-sexual,,,,,,,,Not classified,,,,,,,,,,,,,London,1.885285285
2015,,Non-sexual,,,,,,,,,Degree or diploma,,,,,,,,,,,,South East,0.692749443
2015,,Non-sexual,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,South West,1.626493999
2015,,Non-sexual,,,,,,,,,O level/GCSE,,,,,,,,,,,,Wales,1.160121343
2015,,Non-sexual,,,,,,,,,Other,,,,,,,,,,,,,1.559265807
2015,,Non-sexual,,,,,,,,,No qualifications,,,,,,,,,,,,,0.775146343
2015,,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,1.726160041
2015,,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,2.254710668
2015,,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,,1.496878785
2015,,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,,1.225834387
2015,,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,1.932730579
2015,,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,1.428204334
2015,,Non-sexual,,,,,,,,,,,,,,"Under £10,000",,,,,,,,1.083763676
2015,,Non-sexual,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,1.698114471
2015,,Non-sexual,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,1.219823155
2015,,Non-sexual,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,1.622235543
2015,,Non-sexual,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,0.891146937
2015,,Non-sexual,,,,,,,,,,,,,,"Over £50,000",,,,,,,,1.701403936
2015,,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,1.739286918
2015,,Non-sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,,2.043280293
2015,,Non-sexual,,,,,,,,,,,,,,,Social renters,,,,,,,1.289870831
2015,,Non-sexual,,,,,,,,,,,,,,,Private renters,,,,,,,1.326282474
2015,,Non-sexual,,,,,,,,,,,,,,,,Houses,,,,,,1.565235555
2015,,Non-sexual,,,,,,,,,,,,,,,,Detached,,,,,,1.502875914
2015,,Non-sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,,0.843479658
2015,,Non-sexual,,,,,,,,,,,,,,,,Terraced,,,,,,4.137989284
2015,,Non-sexual,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,7.357714787
2015,,Non-sexual,,,,,,,,,,,,,,,,,Rural residents,,,,,5.99321172
2015,,Non-sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,4.376183562
2015,,Non-sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,,3.619180204
2015,,Non-sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,,3.125263004
2015,,Non-sexual,,,,,,,,,,,,,,,,,Urbanites,,,,,2.521087855
2015,,Non-sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,,4.397520863
2015,,Non-sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,4.432155812
2015,,Non-sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,,7.008909013
2015,,Non-sexual,,,,,,,,,,,,,,,,,,Rural,,,,3.800039263
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,High,,,3.704972635
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0.643990933
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,1.735059256
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,0
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,7.496547522
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,8.948547043
2015,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.256217627
2015,,Sexual,,,,,,,,,,,,,,,,,,,,,,3.995737844
2015,,Sexual,,,16-19,,,,,,,,,,,,,,,,,,,2.615316526
2015,,Sexual,,,20-24,,,,,,,,,,,,,,,,,,,5.362837142
2015,,Sexual,,,25-34,,,,,,,,,,,,,,,,,,,2.170723743
2015,,Sexual,,,35-44,,,,,,,,,,,,,,,,,,,3.496257777
2015,,Sexual,,,45-54,,,,,,,,,,,,,,,,,,,6.4024956
2015,,Sexual,,,55-59,,,,,,,,,,,,,,,,,,,11.51948115
2015,,Sexual,,,,White,,,,,,,,,,,,,,,,,,8.421981455
2015,,Sexual,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,10.19013378
2015,,Sexual,,,,White,Irish,,,,,,,,,,,,,,,,,3.697022593
2015,,Sexual,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,9.278430002
2015,,Sexual,,,,White,Any other white background,,,,,,,,,,,,,,,,,5.904005226
2015,,Sexual,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,5.122806427
2015,,Sexual,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,9.344105707
2015,,Sexual,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,6.808496318
2015,,Sexual,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,4.217431
2015,,Sexual,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,6.553570702
2015,,Sexual,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,3.267224432
2015,,Sexual,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,4.031003566
2015,,Sexual,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,,4.459559097
2015,,Sexual,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,6.048168696
2015,,Sexual,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,,6.193751929
2015,,Sexual,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,,7.528412861
2015,,Sexual,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,3.507628382
2015,,Sexual,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,5.534648467
2015,,Sexual,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,4.975431844
2015,,Sexual,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,1.943009162
2015,,Sexual,,,,Other ethnic group,,,,,,,,,,,,,,,,,,2.852722587
2015,,Sexual,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,8.262030108
2015,,Sexual,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,8.804174892
2015,,Sexual,,,,,,Married,,,,,,,,,,,,,,,,7.100122255
2015,,Sexual,,,,,,Cohabiting,,,,,,,,,,,,,,,,3.545121326
2015,,Sexual,,,,,,Single,,,,,,,,,,,,,,,,4.528120922
2015,,Sexual,,,,,,Separated,,,,,,,,,,,,,,,,4.705345247
2015,,Sexual,,,,,,Divorced,,,,,,,,,,,,,,,,3.963052357
2015,,Sexual,,,,,,Widowed,,,,,,,,,,,,,,,,4.562552069
2015,,Sexual,,,,,,,Employed,,,,,,,,,,,,,,,3.239584665
2015,,Sexual,,,,,,,Unemployed,,,,,,,,,,,,,,,10.64188294
2015,,Sexual,,,,,,,Inactive,,,,,,,,,,,,,,,5.682951042
2015,,Sexual,,,,,,,Student,,,,,,,,,,,,,,,4.948145222
2015,,Sexual,,,,,,,Looking after family/home,,,,,,,,,,,,,,,5.890697998
2015,,Sexual,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,,3.783696169
2015,,Sexual,,,,,,,Retired,,,,,,,,,,,,,,,4.284108413
2015,,Sexual,,,,,,,Other inactive,,,,,,,,,,,,,,,3.26802292
2015,,Sexual,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,,3.784855807
2015,,Sexual,,,,,,,,Intermediate occupations,,,,,,,,,,,,,,3.257333514
2015,,Sexual,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,,6.207433102
2015,,Sexual,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,,4.8839722
2015,,Sexual,,,,,,,,Full-time students,,,,,,,,,,,,,,4.077912237
2015,,Sexual,,,,,,,,Not classified,,,,,,,,,,,,,,3.17557397
2015,,Sexual,,,,,,,,,Degree or diploma,,,,,,,,,,,,,3.384181689
2015,,Sexual,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,,5.306337143
2015,,Sexual,,,,,,,,,O level/GCSE,,,,,,,,,,,,,4.464345169
2015,,Sexual,,,,,,,,,Other,,,,,,,,,,,,,4.68214049
2015,,Sexual,,,,,,,,,No qualifications,,,,,,,,,,,,,3.138089473
2015,,Sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,North East,4.244029736
2015,,Sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,North West,4.044744147
2015,,Sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,Yorkshire and the Humber,4.398941789
2015,,Sexual,,,,,,,,,,,,,No children,,,,,,,,East Midlands,2.660905596
2015,,Sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,West Midlands,4.919319702
2015,,Sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,East of England,5.344722519
2015,,Sexual,,,,,,,,,,,,,,"Under £10,000",,,,,,,London,4.112351944
2015,,Sexual,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,South East,4.279371359
2015,,Sexual,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,South West,6.51897498
2015,,Sexual,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,Wales,3.980694247
2015,,Sexual,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,4.944173058
2015,,Sexual,,,,,,,,,,,,,,"Over £50,000",,,,,,,,4.230565202
2015,,Sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,2.753543209
2015,,Sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,,4.521606617
2015,,Sexual,,,,,,,,,,,,,,,Social renters,,,,,,,3.404658836
2015,,Sexual,,,,,,,,,,,,,,,Private renters,,,,,,,4.414822041
2015,,Sexual,,,,,,,,,,,,,,,,Houses,,,,,,4.51469604
2015,,Sexual,,,,,,,,,,,,,,,,Detached,,,,,,5.095525048
2015,,Sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,,4.332043679
2015,,Sexual,,,,,,,,,,,,,,,,Terraced,,,,,,2.960183188
2015,,Sexual,,,,,,,,,,,,,,,,Flats/maisonettes,,,,,,4.131016281
2015,,Sexual,,,,,,,,,,,,,,,,,Rural residents,,,,,4.362740224
2015,,Sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,,5.602437581
2015,,,,,,,,,,,,,,,,,,,,,,,,1.037405964
2015,Family abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,South East,19.51784244
2015,Family abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,South West,2.072559164
2015,Family abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,Wales,5.409598879
2015,Family abuse,Non-sexual,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,7.081374942
2015,Family abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.812108684
2015,Family abuse,Non-sexual,,,16-19,,,,,,,,,,,,,,,,,,,6.367487124
2015,Family abuse,Non-sexual,,,20-24,,,,,,,,,,,,,,,,,,,12.01921887
2015,Family abuse,Non-sexual,,,25-34,,,,,,,,,,,,,,,,,,,4.921798706
2015,Family abuse,Non-sexual,,,35-44,,,,,,,,,,,,,,,,,,,6.765178085
2015,Family abuse,Non-sexual,,,45-54,,,,,,,,,,,,,,,,,,,2.154962523
2015,Family abuse,Non-sexual,,,55-59,,,,,,,,,,,,,,,,,,,0
2015,Family abuse,Non-sexual,,,,White,,,,,,,,,,,,,,,,,,4.379429789
2015,Family abuse,Non-sexual,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,4.111979584
2015,Family abuse,Non-sexual,,,,White,Irish,,,,,,,,,,,,,,,,,4.719027245
2015,Family abuse,Non-sexual,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,3.366404923
2015,Family abuse,Non-sexual,,,,White,Any other white background,,,,,,,,,,,,,,,,,10.76028752
2015,Family abuse,Non-sexual,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,4.436171021
2015,Family abuse,Non-sexual,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,7.283555487
2015,Family abuse,Non-sexual,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,4.58663452
2015,Family abuse,Non-sexual,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,4.619883531
2015,Family abuse,Non-sexual,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,3.027565274
2015,Family abuse,Non-sexual,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,9.090813639
2015,Family abuse,Non-sexual,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,,8.834979474
2015,Family abuse,Non-sexual,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,9.700773686
2015,Family abuse,Non-sexual,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,,4.124042169
2015,Family abuse,Non-sexual,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,,4.466713253
2015,Family abuse,Non-sexual,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,5.155214681
2015,Family abuse,Non-sexual,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,4.890454722
2015,Family abuse,Non-sexual,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,4.738392356
2015,Family abuse,Non-sexual,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,4.02314515
2015,Family abuse,Non-sexual,,,,Other ethnic group,,,,,,,,,,,,,,,,,,10.66306205
2015,Family abuse,Non-sexual,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,8.48019035
2015,Family abuse,Non-sexual,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,5.71143345
2015,Family abuse,Non-sexual,,,,,,Married,,,,,,,,,,,,,,,,4.41785825
2015,Family abuse,Non-sexual,,,,,,Cohabiting,,,,,,,,,,,,,,,,3.283555493
2015,Family abuse,Non-sexual,,,,,,Single,,,,,,,,,,,,,,,,4.407985883
2015,Family abuse,Non-sexual,,,,,,Separated,,,,,,,,,,,,,,,,3.444283514
2015,Family abuse,Non-sexual,,,,,,Divorced,,,,,,,,,,,,,,,,6.364915513
2015,Family abuse,Non-sexual,,,,,,Widowed,,,,,,,,,,,,,,,,3.412486174
2015,Family abuse,Non-sexual,,,,,,,Employed,,,,,,,,,,,,,,,6.537723036
2015,Family abuse,Non-sexual,,,,,,,Unemployed,,,,,,,,,,,,,,,7.049268251
2015,Family abuse,Non-sexual,,,,,,,Inactive,,,,,,,,,,,,,,,4.927674309
2015,Family abuse,Non-sexual,,,,,,,Student,,,,,,,,,,,,,,North East,4.222100732
2015,Family abuse,Non-sexual,,,,,,,Looking after family/home,,,,,,,,,,,,,,North West,4.441113479
2015,Family abuse,Non-sexual,,,,,,,Long-term/temporarily sick/ill,,,,,,,,,,,,,,Yorkshire and the Humber,5.82247346
2015,Family abuse,Non-sexual,,,,,,,Retired,,,,,,,,,,,,,,East Midlands,4.590851019
2015,Family abuse,Non-sexual,,,,,,,Other inactive,,,,,,,,,,,,,,West Midlands,4.234272681
2015,Family abuse,Non-sexual,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,,East of England,7.081042941
2015,Family abuse,Non-sexual,,,,,,,,Intermediate occupations,,,,,,,,,,,,,London,3.326159996
2015,Family abuse,Non-sexual,,,,,,,,Routine and manual occupations,,,,,,,,,,,,,South East,5.32581206
2015,Family abuse,Non-sexual,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,,South West,5.381345032
2015,Family abuse,Non-sexual,,,,,,,,Full-time students,,,,,,,,,,,,,Wales,3.60284435
2015,Family abuse,Non-sexual,,,,,,,,Not classified,,,,,,,,,,,,,,6.680894785
2015,Family abuse,Non-sexual,,,,,,,,,Degree or diploma,,,,,,,,,,,,,5.307058455
2015,Family abuse,Non-sexual,,,,,,,,,Apprenticeship or A/AS level,,,,,,,,,,,,,4.978591786
2015,Family abuse,Non-sexual,,,,,,,,,O level/GCSE,,,,,,,,,,,,,4.524305585
2015,Family abuse,Non-sexual,,,,,,,,,Other,,,,,,,,,,,,,6.403764916
2015,Family abuse,Non-sexual,,,,,,,,,No qualifications,,,,,,,,,,,,,4.78122716
2015,Family abuse,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,,5.224241167
2015,Family abuse,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,,5.11218195
2015,Family abuse,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,,3.677271061
2015,Family abuse,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,,4.51493374
2015,Family abuse,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,,4.6153621
2015,Family abuse,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,,5.275682365
2015,Family abuse,Non-sexual,,,,,,,,,,,,,,"Under £10,000",,,,,,,,4.209389091
2015,Family abuse,Non-sexual,,,,,,,,,,,,,,"£10,000 - £20,000",,,,,,,,5.415028911
2015,Family abuse,Non-sexual,,,,,,,,,,,,,,"£20,000 - £30,000",,,,,,,,4.618451047
2015,Family abuse,Non-sexual,,,,,,,,,,,,,,"£30,000 - £40,000",,,,,,,,4.146506142
2015,Family abuse,Non-sexual,,,,,,,,,,,,,,"£40,000 - £50,000",,,,,,,,5.714650648
2015,Family abuse,Non-sexual,,,,,,,,,,,,,,"Over £50,000",,,,,,,,4.797385675
2015,Family abuse,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,,5.851543268
2015,Family abuse,,,,,,,,,,,,,,,,,,,,,,,5.866667212
2015,Family abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,6.560528976
2015,Family abuse,Sexual,,,,,,,,,,,,,,,,,,,,,,13.51503234
2015,Family abuse,Stalking,,,,,,,,,,,,,,,,,,,,,,4.594790178
2015,Partner abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,West Midlands,5.216592008
2015,Partner abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,East of England,6.799235405
2015,Partner abuse,Non-sexual,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,London,5.556242516
2015,Partner abuse,Non-sexual,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,4.437443862
2015,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.588517886
2015,Partner abuse,Non-sexual,,,16-19,,,,,,,,,,,,,,,,,,,4.615747986
2015,Partner abuse,Non-sexual,,,20-24,,,,,,,,,,,,,,,,,,,4.524795481
2015,Partner abuse,Non-sexual,,,25-34,,,,,,,,,,,,,,,,,,,6.328785095
2015,Partner abuse,Non-sexual,,,35-44,,,,,,,,,,,,,,,,,,,4.477541886
2015,Partner abuse,Non-sexual,,,45-54,,,,,,,,,,,,,,,,,,,4.921473616
2015,Partner abuse,Non-sexual,,,55-59,,,,,,,,,,,,,,,,,,,4.666397967
2015,Partner abuse,Non-sexual,,,,White,,,,,,,,,,,,,,,,,,4.129942604
2015,Partner abuse,Non-sexual,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,4.241381066
2015,Partner abuse,Non-sexual,,,,White,Irish,,,,,,,,,,,,,,,,,4.524328424
2015,Partner abuse,Non-sexual,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,5.512357442
2015,Partner abuse,Non-sexual,,,,White,Any other white background,,,,,,,,,,,,,,,,,4.204700002
2015,Partner abuse,Non-sexual,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,5.09878614
2015,Partner abuse,Non-sexual,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,4.368196318
2015,Partner abuse,Non-sexual,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,3.579462893
2015,Partner abuse,Non-sexual,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,5.44211742
2015,Partner abuse,Non-sexual,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,4.448404646
2015,Partner abuse,Non-sexual,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,4.361458462
2015,Partner abuse,,,,,,,,,,,,,,,,,,,,,,,1.637973524
2015,Partner abuse,Non-sexual,,,,,,,,,,,,,,,,,,,,,,1.870146756
2015,Partner abuse,Stalking,,,,,,,,,,,,,,,,,,,,,,5.33243101
2015,Sexual assault,,,,,,,,,,,Long-standing illness or disability,Does not limit activities,,,,,,,,,,,1.415694829
2015,Sexual assault,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,,,3.878729455
2015,Sexual assault,,,,,,,,,,,Long-standing illness or disability,Limits activities,,,,,,,,,,,2.664374303
2015,Sexual assault,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,,,2.122120543
2015,Sexual assault,,,,,,,,,,,,,,,,,,,,,,,0.896933747
2015,Sexual assault,,,,16-19,,,,,,,,,,,,,,,,,,,1.489210321
2015,Sexual assault,,,,20-24,,,,,,,,,,,,,,,,,,,0.650874893
2015,Sexual assault,,,,25-34,,,,,,,,,,,,,,,,,,,0.356126815
2015,Sexual assault,,,,35-44,,,,,,,,,,,,,,,,,,,0.407178613
2015,Sexual assault,,,,45-54,,,,,,,,,,,,,,,,,,,0.731837328
2015,Sexual assault,,,,55-59,,,,,,,,,,,,,,,,,,,0.568864393
2015,Sexual assault,,,,,White,,,,,,,,,,,,,,,,,,0.97801678
2015,Sexual assault,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,,,,,,,,,,,,,0.256872987
2015,Sexual assault,,,,,White,Irish,,,,,,,,,,,,,,,,,1.294723487
2015,Sexual assault,,,,,White,Gypsy/Irish traveller,,,,,,,,,,,,,,,,,0
2015,Sexual assault,,,,,White,Any other white background,,,,,,,,,,,,,,,,,0
2015,Sexual assault,,,,,Mixed/multiple ethnic groups,,,,,,,,,,,,,,,,,,0.314465872
2015,Sexual assault,,,,,Mixed/multiple ethnic groups,White and Black Caribbean,,,,,,,,,,,,,,,,,0.364367155
2015,Sexual assault,,,,,Mixed/multiple ethnic groups,White and Black African,,,,,,,,,,,,,,,,,0.399638506
2015,Sexual assault,,,,,Mixed/multiple ethnic groups,White and Asian,,,,,,,,,,,,,,,,,0.114290905
2015,Sexual assault,,,,,Mixed/multiple ethnic groups,Any other Mixed/Multiple ethnic background,,,,,,,,,,,,,,,,,1.673220379
2015,Sexual assault,,,,,Asian/Asian British,,,,,,,,,,,,,,,,,,0
2015,Sexual assault,,,,,Asian/Asian British,Indian,,,,,,,,,,,,,,,,,0.329402702
2015,Sexual assault,,,,,Asian/Asian British,Pakistani,,,,,,,,,,,,,,,,,0.647333019
2015,Sexual assault,,,,,Asian/Asian British,Bangladeshi,,,,,,,,,,,,,,,,,0.588975818
2015,Sexual assault,,,,,Asian/Asian British,Chinese,,,,,,,,,,,,,,,,,0.387893899
2015,Sexual assault,,,,,Asian/Asian British,Any other Asian background,,,,,,,,,,,,,,,,,0.344019606
2015,Sexual assault,,,,,Black/African/Caribbean/Black British,,,,,,,,,,,,,,,,,,1.290057993
2015,Sexual assault,,,,,Black/African/Caribbean/Black British,African,,,,,,,,,,,,,,,,,1.597860275
2015,Sexual assault,,,,,Black/African/Caribbean/Black British,Caribbean,,,,,,,,,,,,,,,,,0.284332782
2015,Sexual assault,,,,,Black/African/Caribbean/Black British,Any other Black/African/Caribbean background,,,,,,,,,,,,,,,,,0.300442767
2015,Sexual assault,,,,,Other ethnic group,,,,,,,,,,,,,,,,,,0.46498036
2015,Sexual assault,,,,,Other ethnic group,Other ethnic group - Arab,,,,,,,,,,,,,,,,,0.515148593
2015,Sexual assault,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,,,0.411279243
2015,Sexual assault,,,,,,,Married,,,,,,,,,,,,,,,,0.411954097
2015,Sexual assault,,,,,,,Cohabiting,,,,,,,,,,,,,,,,0.318774829
2015,Sexual assault,,,,,,,Single,,,,,,,,,,,,,,,,1.545525648
2015,Sexual assault,,,,,,,Separated,,,,,,,,,,,,,,,,0.916502566
2015,Sexual assault,,,,,,,Divorced,,,,,,,,,,,,,,,,0.655497702
2015,Sexual assault,,,,,,,Widowed,,,,,,,,,,,,,,,,0.51653097
2015,Sexual assault,,,,,,,,Employed,,,,,,,,,,,,,,,0.282267684
2015,Sexual assault,,,,,,,,Unemployed,,,,,,,,,,,,,,,0.056834444
