Year,Units,Manufacturing category,Manufacturing subcategory,Manufacturing description,Value
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,326.1789557
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,49.08747845
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",47.61974654
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,6.164474038
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,16.38967304
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",26.35394192
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,56.09997537
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,118.9678257
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,12.78557578
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,69.37479513
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,54.5507028
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,16.40598117
2007,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,20.01007843
2007,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,121.0878829
2007,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,65.90116293
2007,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,47.1468107
2007,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,9.768571293
2007,Per capita (£m),"Manufacture of wood and paper products, and printing",,,230.6132999
2007,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,53.58852299
2007,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,75.73496676
2007,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,102.5455364
2007,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,66.78180208
2007,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,66.78180208
2007,Per capita (£m),Manufacture of chemicals and chemical products,,,196.3662219
2007,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,196.3662219
2007,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",25.34283771
2007,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,60.45424672
2007,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",19.7980727
2007,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",29.86019038
2007,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",38.60134933
2007,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,33.41536324
2007,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,256.0866027
2007,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,256.0866027
2007,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,266.5564237
2007,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,171.7083258
2007,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,95.71242892
2007,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",49.70718748
2007,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",46.80433992
2007,Per capita (£m),Manufacture of basic metals and metal products,,,385.9808771
2007,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,,73.46813636
2007,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,37.68809392
2007,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,40.06908125
2007,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,312.056113
2007,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",263.1806403
2007,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,54.95840611
2007,Per capita (£m),"Manufacturing of computer, electronic and optical products",,,149.1541787
2007,Per capita (£m),"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,149.1541787
2007,Per capita (£m),Manufacture of electrical equipment,,,99.31652617
2007,Per capita (£m),Manufacture of electrical equipment,Manufacture of electrical equipment,,99.31652617
2007,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,,,202.9383993
2007,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,202.9383993
2007,Per capita (£m),Manufacture of transport equipment,,,279.8149353
2007,Per capita (£m),Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,185.8800928
2007,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,,109.0687893
2007,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,17.28662032
2007,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,84.85121275
2007,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,7.713746614
2007,Per capita (£m),Other manufacturing and repair,,,249.0904139
2007,Per capita (£m),Other manufacturing and repair,Manufacture of furniture,,65.60761655
2007,Per capita (£m),Other manufacturing and repair,Other manufacturing,,84.99798595
2007,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,,99.90361894
2007,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,4.419503874
2007,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,36.05728068
2007,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,63.16139669
2008,Per capita (£m),,,,2817.086624
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",,,398.1314639
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,314.393486
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,46.93985164
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",49.65725174
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,5.41862519
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,15.33390054
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",24.74775087
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,55.91697696
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,109.6988538
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,13.27967546
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,67.33652736
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,52.22907683
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,16.48232558
2008,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,17.84102562
2008,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,120.5684542
2008,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,64.94262727
2008,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,48.33090169
2008,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,9.203575322
2008,Per capita (£m),"Manufacture of wood and paper products, and printing",,,219.6726827
2008,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,49.62490174
2008,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,73.80652758
2008,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,97.66465342
2008,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,64.02065224
2008,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,64.02065224
2008,Per capita (£m),Manufacture of chemicals and chemical products,,,193.7603318
2008,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,193.7603318
2008,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",25.16830088
2008,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,60.96357713
2008,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",18.98945066
2008,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",28.22537599
2008,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",37.97890133
2008,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,32.96465115
2008,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,258.7838341
2008,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,258.7838341
2008,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,251.6183088
2008,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,161.4912057
2008,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,90.75792818
2008,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",44.80475157
2008,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",47.13395165
2008,Per capita (£m),Manufacture of basic metals and metal products,,,366.2505378
2008,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,,70.07010245
2008,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,35.16445123
2008,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,39.12732637
2008,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,295.7275354
2008,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",250.1949088
2008,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,50.12632675
2008,Per capita (£m),"Manufacturing of computer, electronic and optical products",,,138.5550548
2008,Per capita (£m),"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,138.5550548
2008,Per capita (£m),Manufacture of electrical equipment,,,96.32212837
2008,Per capita (£m),Manufacture of electrical equipment,Manufacture of electrical equipment,,96.32212837
2008,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,,,200.052407
2008,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,200.052407
2008,Per capita (£m),Manufacture of transport equipment,,,269.3137594
2008,Per capita (£m),Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,175.1590811
2008,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,,107.0461537
2008,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,17.80867562
2008,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,80.89117783
2008,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,9.446200331
2008,Per capita (£m),Other manufacturing and repair,,,238.4518583
2008,Per capita (£m),Other manufacturing and repair,Manufacture of furniture,,62.59725219
2008,Per capita (£m),Other manufacturing and repair,Other manufacturing,,78.75607776
2008,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,,98.31165344
2008,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,4.593700161
2008,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,35.01887623
2008,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,62.16052718
2009,Per capita (£m),,,,2535.218959
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",,,389.6370893
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,306.8398102
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,45.74328828
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",45.08476482
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,5.460926269
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,15.41908594
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",24.28506035
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,54.25590864
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,108.5278788
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,14.51963926
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,65.72385381
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,49.72655215
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,17.26616394
2009,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,18.45471848
2009,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,108.8972944
2009,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,60.11837361
2009,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,41.90457834
2009,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,8.352004883
2009,Per capita (£m),"Manufacture of wood and paper products, and printing",,,202.407626
2009,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,41.40667036
2009,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,67.47456252
2009,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,94.47402446
2009,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,59.90957349
2009,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,59.90957349
2009,Per capita (£m),Manufacture of chemicals and chemical products,,,167.2810209
2009,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,167.2810209
2009,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",21.15305852
2009,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,44.95627244
2009,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",20.14118101
2009,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",22.29342842
2009,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",35.39965146
2009,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,32.91011155
2009,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,273.2229905
2009,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,273.2229905
2009,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,215.6905261
2009,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,138.2578039
2009,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,77.97881482
2009,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",36.47577517
2009,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",42.93251741
2009,Per capita (£m),Manufacture of basic metals and metal products,,,293.7175256
2009,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,,52.60156921
2009,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,23.88352165
2009,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,32.20340344
2009,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,240.9232178
2009,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",202.7770416
2009,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,42.627348
2009,Per capita (£m),"Manufacturing of computer, electronic and optical products",,,131.8331848
2009,Per capita (£m),"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,131.8331848
2009,Per capita (£m),Manufacture of electrical equipment,,,74.26859726
2009,Per capita (£m),Manufacture of electrical equipment,Manufacture of electrical equipment,,74.26859726
2009,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,,,158.1420001
2009,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,158.1420001
2009,Per capita (£m),Manufacture of transport equipment,,,233.8721983
2009,Per capita (£m),Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,123.1438874
2009,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,,113.0090507
2009,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Building of ships and boats,17.57133335
2009,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of air and spacecraft and related machinery,85.94534255
2009,Per capita (£m),Manufacture of transport equipment,Manufacture of other transport equipment,Manufacture of other transport equipment,10.61668313
2009,Per capita (£m),Other manufacturing and repair,,,225.4720087
2009,Per capita (£m),Other manufacturing and repair,Manufacture of furniture,,54.86624746
2009,Per capita (£m),Other manufacturing and repair,Other manufacturing,,77.27210671
2009,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,,94.39371672
2009,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of ships and boats,4.657848877
2009,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Repair and maintenance of aircraft and spacecraft,37.77676055
2009,Per capita (£m),Other manufacturing and repair,Repair and installation of machinery and equipment,Rest of repair; installation,56.87394094
2010,Per capita (£m),,,,2629.434588
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",,,402.91908
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,,319.8878257
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Processing and preserving of meat and production of meat products,51.49817956
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",48.39108023
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of vegetable and animal oils and fats,5.513109569
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of dairy products,16.36405644
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,"Manufacture of grain mill products, starches and starch products",23.15187342
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of bakery and farinaceous products,61.48869892
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of other food products,101.7375855
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of food products,Manufacture of prepared animal feeds,14.88220907
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,,67.60729451
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of alcoholic beverages,53.2668361
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,14.91407675
2010,Per capita (£m),"Manufacture of food products, beverages and tobacco",Manufacture of beverages,Manufacture of tobacco products,17.63876385
2010,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",,,111.3616265
2010,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of textiles  ,,62.28539106
2010,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of wearing apparel,,42.92577219
2010,Per capita (£m),"Manufacture of textiles, wearing apparel and leather products",Manufacture of leather and related products,,8.110325927
2010,Per capita (£m),"Manufacture of wood and paper products, and printing",,,202.3757359
2010,Per capita (£m),"Manufacture of wood and paper products, and printing","Manufacture of wood and products of wood and cork, except furniture; manufacture of articles of straw",,41.84227089
2010,Per capita (£m),"Manufacture of wood and paper products, and printing",Manufacture of paper and paper products  ,,69.75836328
2010,Per capita (£m),"Manufacture of wood and paper products, and printing",Printing and reproduction of recorded media,,91.44432317
2010,Per capita (£m),"Manufacture of coke, and refined petroleum products",,,58.47720265
2010,Per capita (£m),"Manufacture of coke, and refined petroleum products",Manufacture of coke and refined petroleum products,,58.47720265
2010,Per capita (£m),Manufacture of chemicals and chemical products,,,164.994941
2010,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,,164.994941
2010,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals)",23.78922713
2010,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of petrochemicals,42.033477
2010,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of dyestuffs, agro-chemicals",16.18878417
2010,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",25.54194982
2010,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,"Manufacture of soap and detergents, cleaning and polishing, perfumes and toilet preparations",34.94291701
2010,Per capita (£m),Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,Manufacture of other chemical products,28.28257077
2010,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,,,252.200862
2010,Per capita (£m),Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of basic pharmaceutical products and pharmaceutical preparations,,252.200862
2010,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",,,214.118978
2010,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of rubber and plastic products,,133.8442786
2010,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,,80.67304552
2010,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products",37.52419952
2010,Per capita (£m),"Manufacture of rubber and plastics products, and other non-metallic mineral products",Manufacture of other non-metallic mineral products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",44.77409795
2010,Per capita (£m),Manufacture of basic metals and metal products,,,308.8934743
2010,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,,60.42113146
2010,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of basic iron and steel,24.84086075
2010,Per capita (£m),Manufacture of basic metals and metal products,Manufacture of basic metals,Manufacture of other basic metals and casting,38.24122244
2010,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",,249.5399103
2010,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of fabricated metal products, excluding weapons and ammunition",217.8474972
2010,Per capita (£m),Manufacture of basic metals and metal products,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,32.15449454
2010,Per capita (£m),"Manufacturing of computer, electronic and optical products",,,125.1762681
2010,Per capita (£m),"Manufacturing of computer, electronic and optical products","Manufacture of computer, electronic and optical products",,125.1762681
2010,Per capita (£m),Manufacture of electrical equipment,,,82.13895904
2010,Per capita (£m),Manufacture of electrical equipment,Manufacture of electrical equipment,,82.13895904
2010,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,,,187.7166007
2010,Per capita (£m),Manufacture of machinery and equipment  N.E.C.,Manufacture of machinery and equipment N.E.C.,,187.7166007
2010,Per capita (£m),Manufacture of transport equipment,,,284.7855703
2010,Per capita (£m),Manufacture of transport equipment,"Manufacture of motor vehicles, trailers and semi-trailers",,146.0177344
