Year,Development Assistance Committee classification,Region,Country,Flow of official development assistance,Value
2010,Upper middle income countries and territories,South America,Venezuela,Multilateral,1050.893009
2011,Upper middle income countries and territories,South America,,Multilateral,41570.75609
2011,Upper middle income countries and territories,South America,Argentina,Multilateral,2972.344516
2011,Upper middle income countries and territories,South America,Brazil,Multilateral,15107.8123
2011,Upper middle income countries and territories,South America,Chile,Multilateral,7683.297449
2011,Upper middle income countries and territories,South America,Colombia,Multilateral,6239.301388
2011,Upper middle income countries and territories,South America,Ecuador,Multilateral,3468.709248
2011,Upper middle income countries and territories,South America,Peru,Multilateral,3151.871171
2011,Upper middle income countries and territories,South America,Suriname,Multilateral,723.0361637
2011,Upper middle income countries and territories,South America,Uruguay,Multilateral,980.5624174
2011,Upper middle income countries and territories,South America,Venezuela,Multilateral,1243.821435
2012,Upper middle income countries and territories,South America,,Multilateral,35990.29082
2012,Upper middle income countries and territories,South America,Argentina,Multilateral,7695.458013
2012,Upper middle income countries and territories,South America,Brazil,Multilateral,14749.83949
2012,Upper middle income countries and territories,South America,Chile,Multilateral,747.0150369
2012,Upper middle income countries and territories,South America,Colombia,Multilateral,3980.782995
2012,Upper middle income countries and territories,South America,Ecuador,Multilateral,3498.562437
2012,Upper middle income countries and territories,South America,Peru,Multilateral,3189.404023
2012,Upper middle income countries and territories,South America,Suriname,Multilateral,551.0873884
2012,Upper middle income countries and territories,South America,Uruguay,Multilateral,556.0269097
2012,Upper middle income countries and territories,South America,Venezuela,Multilateral,1022.114527
2013,Upper middle income countries and territories,South America,,Multilateral,34594.33592
2013,Upper middle income countries and territories,South America,Argentina,Multilateral,968.2315417
2013,Upper middle income countries and territories,South America,Brazil,Multilateral,10811.10243
2013,Upper middle income countries and territories,South America,Chile,Multilateral,1809.170896
2013,Upper middle income countries and territories,South America,Colombia,Multilateral,8271.504093
2013,Upper middle income countries and territories,South America,Ecuador,Multilateral,4215.607369
2013,Upper middle income countries and territories,South America,Peru,Multilateral,5378.372783
2013,Upper middle income countries and territories,South America,Suriname,Multilateral,918.4126889
2013,Upper middle income countries and territories,South America,Uruguay,Multilateral,1201.778252
2013,Upper middle income countries and territories,South America,Venezuela,Multilateral,1020.155869
2014,Upper middle income countries and territories,South America,,Multilateral,19132.43468
2014,Upper middle income countries and territories,South America,Argentina,Multilateral,302.2559843
2014,Upper middle income countries and territories,South America,Brazil,Multilateral,135.4637969
2014,Upper middle income countries and territories,South America,Chile,Multilateral,4051.648743
2014,Upper middle income countries and territories,South America,Colombia,Multilateral,6253.626627
2014,Upper middle income countries and territories,South America,Ecuador,Multilateral,2979.331962
2014,Upper middle income countries and territories,South America,Peru,Multilateral,3439.773346
2014,Upper middle income countries and territories,South America,Suriname,Multilateral,173.5079451
2014,Upper middle income countries and territories,South America,Uruguay,Multilateral,858.1442332
2014,Upper middle income countries and territories,South America,Venezuela,Multilateral,938.6820424
2015,Upper middle income countries and territories,South America,,Multilateral,55396.67537
2015,Upper middle income countries and territories,South America,Argentina,Multilateral,-1027.119026
2015,Upper middle income countries and territories,South America,Brazil,Multilateral,28408.91076
2015,Upper middle income countries and territories,South America,Chile,Multilateral,1344.398355
2015,Upper middle income countries and territories,South America,Colombia,Multilateral,6509.750527
2015,Upper middle income countries and territories,South America,Ecuador,Multilateral,15771.47
2015,Upper middle income countries and territories,South America,Peru,Multilateral,2988.518777
2015,Upper middle income countries and territories,South America,Suriname,Multilateral,317.904022
2015,Upper middle income countries and territories,South America,Uruguay,Multilateral,639.7548576
2015,Upper middle income countries and territories,South America,Venezuela,Multilateral,443.0870984
2010,Upper middle income countries and territories,Europe,,,121358.6086
2010,Upper middle income countries and territories,Europe,Albania,,10976.34
2010,Upper middle income countries and territories,Europe,Belarus,,3424.77
2010,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,,30590.57
2010,Upper middle income countries and territories,Europe,Montenegro,,2385.3
2010,Upper middle income countries and territories,Europe,Serbia,,39301.98
2010,Upper middle income countries and territories,Europe,Turkey,,34679.65
2011,Upper middle income countries and territories,Europe,,,322067.0879
2011,Upper middle income countries and territories,Europe,Albania,,11487.16
2011,Upper middle income countries and territories,Europe,Belarus,,2522.3
2011,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,,25748.64
2011,Upper middle income countries and territories,Europe,Montenegro,,6521.65
2011,Upper middle income countries and territories,Europe,Serbia,,78655.33
2011,Upper middle income countries and territories,Europe,Turkey,,197132
2012,Upper middle income countries and territories,Europe,,,304984.4145
2012,Upper middle income countries and territories,Europe,Albania,,10909.58
2012,Upper middle income countries and territories,Europe,Belarus,,2711.1
2012,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,,23273.54
2012,Upper middle income countries and territories,Europe,Montenegro,,4270.67
2012,Upper middle income countries and territories,Europe,Serbia,,62650.19
2012,Upper middle income countries and territories,Europe,Turkey,,201169.34
2013,Upper middle income countries and territories,Europe,,,290199.9977
2013,Upper middle income countries and territories,Europe,Albania,,7631.47
2013,Upper middle income countries and territories,Europe,Belarus,,4444.25
2013,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,,25583.88
2013,Upper middle income countries and territories,Europe,Montenegro,,5245.96
2013,Upper middle income countries and territories,Europe,Serbia,,46988.68
2013,Upper middle income countries and territories,Europe,Turkey,,200305.76
2014,Upper middle income countries and territories,Europe,,,254408.3894
2014,Upper middle income countries and territories,Europe,Albania,,7852.13
2014,Upper middle income countries and territories,Europe,Belarus,,3752.39
2014,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,,26461.55
2014,Upper middle income countries and territories,Europe,Montenegro,,5462.99
2014,Upper middle income countries and territories,Europe,Serbia,,11512.99
2014,Upper middle income countries and territories,Europe,Turkey,,199366.34
2015,Upper middle income countries and territories,Europe,,,248183.6534
2015,Upper middle income countries and territories,Europe,Albania,,7194.58
2015,Upper middle income countries and territories,Europe,Belarus,,3727.48
2015,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,,19252.62
2015,Upper middle income countries and territories,Europe,Montenegro,,6739.99
2015,Upper middle income countries and territories,Europe,Serbia,,13957.29
2015,Upper middle income countries and territories,Europe,Turkey,,197311.69
2009,Upper middle income countries and territories,Europe,,Bilateral,15539.06
2009,Upper middle income countries and territories,Europe,Albania,Bilateral,1402.09
2009,Upper middle income countries and territories,Europe,Belarus,Bilateral,392.05
2009,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Bilateral,6155.55
2009,Upper middle income countries and territories,Europe,Montenegro,Bilateral,291.61
2009,Upper middle income countries and territories,Europe,Serbia,Bilateral,5874.55
2009,Upper middle income countries and territories,Europe,Turkey,Bilateral,1423.21
2010,Upper middle income countries and territories,Europe,,Bilateral,13128.85529
2010,Upper middle income countries and territories,Europe,Albania,Bilateral,560.24321
2010,Upper middle income countries and territories,Europe,Belarus,Bilateral,238.151
2010,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Bilateral,6268.22009
2010,Upper middle income countries and territories,Europe,Montenegro,Bilateral,135.11035
2010,Upper middle income countries and territories,Europe,Serbia,Bilateral,3498.25549
2010,Upper middle income countries and territories,Europe,Turkey,Bilateral,2428.87515
2011,Upper middle income countries and territories,Europe,,Bilateral,8650.502108
2011,Upper middle income countries and territories,Europe,Albania,Bilateral,424.762129
2011,Upper middle income countries and territories,Europe,Belarus,Bilateral,77.47436
2011,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Bilateral,2990.187346
2011,Upper middle income countries and territories,Europe,Montenegro,Bilateral,203.377629
2011,Upper middle income countries and territories,Europe,Serbia,Bilateral,1516.745984
2011,Upper middle income countries and territories,Europe,Turkey,Bilateral,3437.95466
2012,Upper middle income countries and territories,Europe,,Bilateral,15838.43374
2012,Upper middle income countries and territories,Europe,Albania,Bilateral,642.642286
2012,Upper middle income countries and territories,Europe,Belarus,Bilateral,554.357843
2012,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Bilateral,2256.041176
2012,Upper middle income countries and territories,Europe,Montenegro,Bilateral,487.864129
2012,Upper middle income countries and territories,Europe,Serbia,Bilateral,3280.271336
2012,Upper middle income countries and territories,Europe,Turkey,Bilateral,8617.256973
2013,Upper middle income countries and territories,Europe,,Bilateral,12475.55773
2013,Upper middle income countries and territories,Europe,Albania,Bilateral,758.54256
2013,Upper middle income countries and territories,Europe,Belarus,Bilateral,650.093154
2013,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Bilateral,1839.475324
2013,Upper middle income countries and territories,Europe,Montenegro,Bilateral,540.116853
2013,Upper middle income countries and territories,Europe,Serbia,Bilateral,3233.646562
2013,Upper middle income countries and territories,Europe,Turkey,Bilateral,5453.683274
2014,Upper middle income countries and territories,Europe,,Bilateral,16505.48126
2014,Upper middle income countries and territories,Europe,Albania,Bilateral,540.397406
2014,Upper middle income countries and territories,Europe,Belarus,Bilateral,471.69083
2014,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Bilateral,3506.193495
2014,Upper middle income countries and territories,Europe,Montenegro,Bilateral,506.54006
2014,Upper middle income countries and territories,Europe,Serbia,Bilateral,2995.218634
2014,Upper middle income countries and territories,Europe,Turkey,Bilateral,8485.440834
2015,Upper middle income countries and territories,Europe,,Bilateral,17081.69517
2015,Upper middle income countries and territories,Europe,Albania,Bilateral,658.539869
2015,Upper middle income countries and territories,Europe,Belarus,Bilateral,877.514386
2015,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Bilateral,4431.742609
2015,Upper middle income countries and territories,Europe,Montenegro,Bilateral,1010.911796
2015,Upper middle income countries and territories,Europe,Serbia,Bilateral,3812.715688
2015,Upper middle income countries and territories,Europe,Turkey,Bilateral,6290.270819
2010,Upper middle income countries and territories,Europe,,Multilateral,108229.7533
2010,Upper middle income countries and territories,Europe,Albania,Multilateral,10416.09566
2010,Upper middle income countries and territories,Europe,Belarus,Multilateral,3186.620262
2010,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Multilateral,24322.34552
2010,Upper middle income countries and territories,Europe,Montenegro,Multilateral,2250.193343
2010,Upper middle income countries and territories,Europe,Serbia,Multilateral,35803.72626
2010,Upper middle income countries and territories,Europe,Turkey,Multilateral,32250.77226
2011,Upper middle income countries and territories,Europe,,Multilateral,313416.5858
2011,Upper middle income countries and territories,Europe,Albania,Multilateral,11062.3995
2011,Upper middle income countries and territories,Europe,Belarus,Multilateral,2444.830561
2011,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Multilateral,22758.45251
2011,Upper middle income countries and territories,Europe,Montenegro,Multilateral,6318.276528
2011,Upper middle income countries and territories,Europe,Serbia,Multilateral,77138.5791
2011,Upper middle income countries and territories,Europe,Turkey,Multilateral,193694.0476
2012,Upper middle income countries and territories,Europe,,Multilateral,289145.9808
2012,Upper middle income countries and territories,Europe,Albania,Multilateral,10266.93452
2012,Upper middle income countries and territories,Europe,Belarus,Multilateral,2156.737785
2012,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Multilateral,21017.50309
2012,Upper middle income countries and territories,Europe,Montenegro,Multilateral,3782.807102
2012,Upper middle income countries and territories,Europe,Serbia,Multilateral,59369.91666
2012,Upper middle income countries and territories,Europe,Turkey,Multilateral,192552.0816
2013,Upper middle income countries and territories,Europe,,Multilateral,277724.44
2013,Upper middle income countries and territories,Europe,Albania,Multilateral,6872.93007
2013,Upper middle income countries and territories,Europe,Belarus,Multilateral,3794.157282
2013,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Multilateral,23744.40134
2013,Upper middle income countries and territories,Europe,Montenegro,Multilateral,4705.843761
2013,Upper middle income countries and territories,Europe,Serbia,Multilateral,43755.03332
2013,Upper middle income countries and territories,Europe,Turkey,Multilateral,194852.0742
2014,Upper middle income countries and territories,Europe,,Multilateral,237902.9082
2014,Upper middle income countries and territories,Europe,Albania,Multilateral,7311.730805
2014,Upper middle income countries and territories,Europe,Belarus,Multilateral,3280.701042
2014,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Multilateral,22955.35505
2014,Upper middle income countries and territories,Europe,Montenegro,Multilateral,4956.450529
2014,Upper middle income countries and territories,Europe,Serbia,Multilateral,8517.774976
2014,Upper middle income countries and territories,Europe,Turkey,Multilateral,190880.8958
2015,Upper middle income countries and territories,Europe,,Multilateral,231101.9582
2015,Upper middle income countries and territories,Europe,Albania,Multilateral,6536.038076
2015,Upper middle income countries and territories,Europe,Belarus,Multilateral,2849.965058
2015,Upper middle income countries and territories,Europe,Bosnia-Herzegovina,Multilateral,14820.88073
2015,Upper middle income countries and territories,Europe,Montenegro,Multilateral,5729.073981
2015,Upper middle income countries and territories,Europe,Serbia,Multilateral,10144.57643
2015,Upper middle income countries and territories,Europe,Turkey,Multilateral,191021.4239
2010,Upper middle income countries and territories,Pacific countries,,,4048.19
2010,Upper middle income countries and territories,Pacific countries,Cook Islands,,17.86
2010,Upper middle income countries and territories,Pacific countries,Fiji,,1601.63
2010,Upper middle income countries and territories,Pacific countries,Marshall Islands,,329.64
2010,Upper middle income countries and territories,Pacific countries,Nauru,,128.28
2010,Upper middle income countries and territories,Pacific countries,Niue,,124.5
2010,Upper middle income countries and territories,Pacific countries,Palau,,104.07
2010,Upper middle income countries and territories,Pacific countries,Tonga,,1266.6
2010,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,,4565.12
2011,Upper middle income countries and territories,Pacific countries,,,4565.12
2011,Upper middle income countries and territories,Pacific countries,Cook Islands,,218.99
2011,Upper middle income countries and territories,Pacific countries,Fiji,,880.49
2011,Upper middle income countries and territories,Pacific countries,Marshall Islands,,-44.24
2011,Upper middle income countries and territories,Pacific countries,Nauru,,13.33
2011,Upper middle income countries and territories,Pacific countries,Niue,,73.87
2011,Upper middle income countries and territories,Pacific countries,Palau,,169.1
2011,Upper middle income countries and territories,Pacific countries,Tonga,,2728.28
2011,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,,3224.66
2012,Upper middle income countries and territories,Pacific countries,,,3224.66
2012,Upper middle income countries and territories,Pacific countries,Cook Islands,,133.12
2012,Upper middle income countries and territories,Pacific countries,Fiji,,1613.95
2012,Upper middle income countries and territories,Pacific countries,Marshall Islands,,-66.2
2012,Upper middle income countries and territories,Pacific countries,Nauru,,173.37
2012,Upper middle income countries and territories,Pacific countries,Niue,,44.08
2012,Upper middle income countries and territories,Pacific countries,Palau,,3.72
2012,Upper middle income countries and territories,Pacific countries,Tonga,,901.05
2012,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,,7490.77
2013,Upper middle income countries and territories,Pacific countries,,,7490.77
2013,Upper middle income countries and territories,Pacific countries,Cook Islands,,38.71
2013,Upper middle income countries and territories,Pacific countries,Fiji,,2668.59
2013,Upper middle income countries and territories,Pacific countries,Marshall Islands,,634.65
2013,Upper middle income countries and territories,Pacific countries,Nauru,,95.09
2013,Upper middle income countries and territories,Pacific countries,Niue,,48.63
2013,Upper middle income countries and territories,Pacific countries,Palau,,39.81
2013,Upper middle income countries and territories,Pacific countries,Tonga,,3725.23
2013,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,,6272.36
2014,Upper middle income countries and territories,Pacific countries,,,6272.36
2014,Upper middle income countries and territories,Pacific countries,Cook Islands,,171.81
2014,Upper middle income countries and territories,Pacific countries,Fiji,,2362.72
2014,Upper middle income countries and territories,Pacific countries,Marshall Islands,,-0.13
2014,Upper middle income countries and territories,Pacific countries,Nauru,,213.64
2014,Upper middle income countries and territories,Pacific countries,Niue,,57.27
2014,Upper middle income countries and territories,Pacific countries,Palau,,25.17
2014,Upper middle income countries and territories,Pacific countries,Tonga,,3398.62
2014,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,,6482.29
2015,Upper middle income countries and territories,Pacific countries,,,6482.29
2015,Upper middle income countries and territories,Pacific countries,Cook Islands,,279.23
2015,Upper middle income countries and territories,Pacific countries,Fiji,,3727.73
2015,Upper middle income countries and territories,Pacific countries,Marshall Islands,,82.04
2015,Upper middle income countries and territories,Pacific countries,Nauru,,28.38
2015,Upper middle income countries and territories,Pacific countries,Niue,,20.99
2015,Upper middle income countries and territories,Pacific countries,Palau,,28.93
2015,Upper middle income countries and territories,Pacific countries,Tonga,,2294.42
2015,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,,379.28
2009,Upper middle income countries and territories,Pacific countries,,Bilateral,379.28
2009,Upper middle income countries and territories,Pacific countries,Cook Islands,Bilateral,0
2009,Upper middle income countries and territories,Pacific countries,Fiji,Bilateral,373.24
2009,Upper middle income countries and territories,Pacific countries,Marshall Islands,Bilateral,0
2009,Upper middle income countries and territories,Pacific countries,Nauru,Bilateral,0
2009,Upper middle income countries and territories,Pacific countries,Niue,Bilateral,0
2009,Upper middle income countries and territories,Pacific countries,Palau,Bilateral,0
2009,Upper middle income countries and territories,Pacific countries,Tonga,Bilateral,6.04
2009,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Bilateral,462.21
2010,Upper middle income countries and territories,Pacific countries,,Bilateral,462.21
2010,Upper middle income countries and territories,Pacific countries,Cook Islands,Bilateral,0
2010,Upper middle income countries and territories,Pacific countries,Fiji,Bilateral,342.9
2010,Upper middle income countries and territories,Pacific countries,Marshall Islands,Bilateral,0
2010,Upper middle income countries and territories,Pacific countries,Nauru,Bilateral,8
2010,Upper middle income countries and territories,Pacific countries,Niue,Bilateral,0
2010,Upper middle income countries and territories,Pacific countries,Palau,Bilateral,11.97
2010,Upper middle income countries and territories,Pacific countries,Tonga,Bilateral,99.34
2010,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Bilateral,157.48
2011,Upper middle income countries and territories,Pacific countries,,Bilateral,157.48
2011,Upper middle income countries and territories,Pacific countries,Cook Islands,Bilateral,0
2011,Upper middle income countries and territories,Pacific countries,Fiji,Bilateral,130.05
2011,Upper middle income countries and territories,Pacific countries,Marshall Islands,Bilateral,6.52
2011,Upper middle income countries and territories,Pacific countries,Nauru,Bilateral,0
2011,Upper middle income countries and territories,Pacific countries,Niue,Bilateral,0
2011,Upper middle income countries and territories,Pacific countries,Palau,Bilateral,0
2011,Upper middle income countries and territories,Pacific countries,Tonga,Bilateral,20.91
2011,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Bilateral,691.87
2012,Upper middle income countries and territories,Pacific countries,,Bilateral,691.87
2012,Upper middle income countries and territories,Pacific countries,Cook Islands,Bilateral,0
2012,Upper middle income countries and territories,Pacific countries,Fiji,Bilateral,667.12
2012,Upper middle income countries and territories,Pacific countries,Marshall Islands,Bilateral,5.39
2012,Upper middle income countries and territories,Pacific countries,Nauru,Bilateral,0
2012,Upper middle income countries and territories,Pacific countries,Niue,Bilateral,0
2012,Upper middle income countries and territories,Pacific countries,Palau,Bilateral,0
2012,Upper middle income countries and territories,Pacific countries,Tonga,Bilateral,19.36
2012,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Bilateral,976.89
2013,Upper middle income countries and territories,Pacific countries,,Bilateral,976.89
2013,Upper middle income countries and territories,Pacific countries,Cook Islands,Bilateral,0
2013,Upper middle income countries and territories,Pacific countries,Fiji,Bilateral,953.22
2013,Upper middle income countries and territories,Pacific countries,Marshall Islands,Bilateral,2.01
2013,Upper middle income countries and territories,Pacific countries,Nauru,Bilateral,0
2013,Upper middle income countries and territories,Pacific countries,Niue,Bilateral,0
2013,Upper middle income countries and territories,Pacific countries,Palau,Bilateral,0
2013,Upper middle income countries and territories,Pacific countries,Tonga,Bilateral,21.66
2013,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Bilateral,1108.17
2014,Upper middle income countries and territories,Pacific countries,,Bilateral,1108.17
2014,Upper middle income countries and territories,Pacific countries,Cook Islands,Bilateral,0
2014,Upper middle income countries and territories,Pacific countries,Fiji,Bilateral,1085.64
2014,Upper middle income countries and territories,Pacific countries,Marshall Islands,Bilateral,0
2014,Upper middle income countries and territories,Pacific countries,Nauru,Bilateral,15
2014,Upper middle income countries and territories,Pacific countries,Niue,Bilateral,0
2014,Upper middle income countries and territories,Pacific countries,Palau,Bilateral,0
2014,Upper middle income countries and territories,Pacific countries,Tonga,Bilateral,7.53
2014,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Bilateral,1263.32
2015,Upper middle income countries and territories,Pacific countries,,Bilateral,1263.32
2015,Upper middle income countries and territories,Pacific countries,Cook Islands,Bilateral,0
2015,Upper middle income countries and territories,Pacific countries,Fiji,Bilateral,1262.29
2015,Upper middle income countries and territories,Pacific countries,Marshall Islands,Bilateral,0
2015,Upper middle income countries and territories,Pacific countries,Nauru,Bilateral,0
2015,Upper middle income countries and territories,Pacific countries,Niue,Bilateral,0
2015,Upper middle income countries and territories,Pacific countries,Palau,Bilateral,0
2015,Upper middle income countries and territories,Pacific countries,Tonga,Bilateral,1.03
2015,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Bilateral,3585.98
2010,Upper middle income countries and territories,Pacific countries,,Multilateral,3585.98
2010,Upper middle income countries and territories,Pacific countries,Cook Islands,Multilateral,17.86
2010,Upper middle income countries and territories,Pacific countries,Fiji,Multilateral,1258.72
2010,Upper middle income countries and territories,Pacific countries,Marshall Islands,Multilateral,329.64
2010,Upper middle income countries and territories,Pacific countries,Nauru,Multilateral,120.28
2010,Upper middle income countries and territories,Pacific countries,Niue,Multilateral,124.5
2010,Upper middle income countries and territories,Pacific countries,Palau,Multilateral,92.11
2010,Upper middle income countries and territories,Pacific countries,Tonga,Multilateral,1167.26
2010,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Multilateral,4407.64
2011,Upper middle income countries and territories,Pacific countries,,Multilateral,4407.64
2011,Upper middle income countries and territories,Pacific countries,Cook Islands,Multilateral,218.99
2011,Upper middle income countries and territories,Pacific countries,Fiji,Multilateral,750.44
2011,Upper middle income countries and territories,Pacific countries,Marshall Islands,Multilateral,-50.76
2011,Upper middle income countries and territories,Pacific countries,Nauru,Multilateral,13.33
2011,Upper middle income countries and territories,Pacific countries,Niue,Multilateral,73.87
2011,Upper middle income countries and territories,Pacific countries,Palau,Multilateral,169.1
2011,Upper middle income countries and territories,Pacific countries,Tonga,Multilateral,2707.37
2011,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Multilateral,2532.79
2012,Upper middle income countries and territories,Pacific countries,,Multilateral,2532.79
2012,Upper middle income countries and territories,Pacific countries,Cook Islands,Multilateral,133.12
2012,Upper middle income countries and territories,Pacific countries,Fiji,Multilateral,946.83
2012,Upper middle income countries and territories,Pacific countries,Marshall Islands,Multilateral,-71.59
2012,Upper middle income countries and territories,Pacific countries,Nauru,Multilateral,173.37
2012,Upper middle income countries and territories,Pacific countries,Niue,Multilateral,44.08
2012,Upper middle income countries and territories,Pacific countries,Palau,Multilateral,3.72
2012,Upper middle income countries and territories,Pacific countries,Tonga,Multilateral,881.68
2012,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Multilateral,6513.88
2013,Upper middle income countries and territories,Pacific countries,,Multilateral,6513.88
2013,Upper middle income countries and territories,Pacific countries,Cook Islands,Multilateral,38.71
2013,Upper middle income countries and territories,Pacific countries,Fiji,Multilateral,1715.37
2013,Upper middle income countries and territories,Pacific countries,Marshall Islands,Multilateral,632.63
2013,Upper middle income countries and territories,Pacific countries,Nauru,Multilateral,95.09
2013,Upper middle income countries and territories,Pacific countries,Niue,Multilateral,48.63
2013,Upper middle income countries and territories,Pacific countries,Palau,Multilateral,39.81
2013,Upper middle income countries and territories,Pacific countries,Tonga,Multilateral,3703.57
2013,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Multilateral,5164.2
2014,Upper middle income countries and territories,Pacific countries,,Multilateral,5164.2
2014,Upper middle income countries and territories,Pacific countries,Cook Islands,Multilateral,171.81
2014,Upper middle income countries and territories,Pacific countries,Fiji,Multilateral,1277.08
2014,Upper middle income countries and territories,Pacific countries,Marshall Islands,Multilateral,-0.13
2014,Upper middle income countries and territories,Pacific countries,Nauru,Multilateral,198.64
2014,Upper middle income countries and territories,Pacific countries,Niue,Multilateral,57.27
2014,Upper middle income countries and territories,Pacific countries,Palau,Multilateral,25.17
2014,Upper middle income countries and territories,Pacific countries,Tonga,Multilateral,3391.1
2014,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Multilateral,5218.97
2015,Upper middle income countries and territories,Pacific countries,,Multilateral,5218.97
2015,Upper middle income countries and territories,Pacific countries,Cook Islands,Multilateral,279.23
2015,Upper middle income countries and territories,Pacific countries,Fiji,Multilateral,2465.44
2015,Upper middle income countries and territories,Pacific countries,Marshall Islands,Multilateral,82.04
2015,Upper middle income countries and territories,Pacific countries,Nauru,Multilateral,28.38
2015,Upper middle income countries and territories,Pacific countries,Niue,Multilateral,20.99
2015,Upper middle income countries and territories,Pacific countries,Palau,Multilateral,28.93
2015,Upper middle income countries and territories,Pacific countries,Tonga,Multilateral,2293.4
2015,Upper middle income countries and territories,Pacific countries,Wallis and Futuna,Multilateral,0
2010,Unspecified classification,,,,2854743.02
2010,Unspecified classification,North Africa,,,22893.05
2010,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),,22893.05
2011,Unspecified classification,,,,2669696.39
2011,Unspecified classification,North Africa,,,23587.19
2011,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),,23587.19
2012,Unspecified classification,,,,3113537.73
2012,Unspecified classification,North Africa,,,9547
2012,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),,9547
2013,Unspecified classification,,,,3787666.13
2013,Unspecified classification,North Africa,,,7933.91
2013,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),,7933.91
2014,Unspecified classification,,,,3839890.14
2014,Unspecified classification,North Africa,,,3416.35
2014,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),,3416.35
2015,Unspecified classification,,,,4289498.13
2015,Unspecified classification,North Africa,,,7122.15
2015,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),,7122.15
2009,Unspecified classification,,,Bilateral,1768577.47
2009,Unspecified classification,North Africa,,Bilateral,927.77
2009,Unspecified classification,North Africa,"North of Sahara, regional",Bilateral,927.77
2010,Unspecified classification,,,Bilateral,2095869.36
2010,Unspecified classification,North Africa,,Bilateral,22.18
2010,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),Bilateral,22.18
2011,Unspecified classification,,,Bilateral,1983204.96
2011,Unspecified classification,North Africa,,Bilateral,13372.11
2011,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),Bilateral,13372.11
2012,Unspecified classification,,,Bilateral,2240652.99
2012,Unspecified classification,North Africa,,Bilateral,2410.11
2012,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),Bilateral,2410.11
2013,Unspecified classification,,,Bilateral,2768281.45
2013,Unspecified classification,North Africa,,Bilateral,4019.68
2013,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),Bilateral,4019.68
2014,Unspecified classification,,,Bilateral,2949847.47
2014,Unspecified classification,North Africa,,Bilateral,0.09
2014,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),Bilateral,0.09
2015,Unspecified classification,,,Bilateral,3214303.95
2015,Unspecified classification,North Africa,,Bilateral,62.33
2015,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),Bilateral,62.33
2010,Unspecified classification,,,Multilateral,758873.65
2010,Unspecified classification,North Africa,,Multilateral,22870.87
2010,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),Multilateral,22870.87
2011,Unspecified classification,,,Multilateral,686807.2
2011,Unspecified classification,North Africa,,Multilateral,10215.08
2011,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),Multilateral,10215.08
2012,Unspecified classification,,,Multilateral,872884.74
2012,Unspecified classification,North Africa,,Multilateral,7136.89
2012,Unspecified classification,North Africa,North of Sahara (Country Unspecifed),Multilateral,7136.89
2013,Unspecified classification,,,Multilateral,1019384.68
2013,Unspecified classification,North Africa,,Multilateral,3914.23
