Year,Country,Region,Police force area,Monitored hate crime strand,Value
2012/13,England,North West,Greater Manchester,,1.155351048
2012/13,England,North West,Lancashire,,0.5301337
2012/13,England,North West,Merseyside,,0.951167164
2012/13,England,North West,,,0.841574871
2012/13,England,Yorkshire and The Humber,North Yorkshire,,0.65159485
2012/13,England,Yorkshire and The Humber,South Yorkshire,,0.14199671
2012/13,England,Yorkshire and The Humber,West Yorkshire,,0.256614976
2012/13,England,Yorkshire and The Humber,Humberside,,2.122254909
2012/13,England,Yorkshire and The Humber,,,0.610342034
2012/13,England,East Midlands,Derbyshire,,0.498979582
2012/13,England,East Midlands,Leicestershire,,0.895331112
2012/13,England,East Midlands,Lincolnshire,,0.346392372
2012/13,England,East Midlands,Northamptonshire,,0.656602567
2012/13,England,East Midlands,Nottinghamshire,,0.539626611
2012/13,England,East Midlands,,,0.597889849
2012/13,England,West Midlands,Staffordshire,,0.719583748
2012/13,England,West Midlands,Warwickshire,,0.489074299
2012/13,England,West Midlands,West Mercia,,0.494368026
2012/13,England,West Midlands,West Midlands,,0.964268495
2012/13,England,West Midlands,,,1.568384155
2012/13,England,East of England,Bedfordshire,,0.471985652
2012/13,England,East of England,Cambridgeshire,,0.300720133
2012/13,England,East of England,Essex,,0.613480017
2012/13,England,East of England,Hertfordshire,,0.594280734
2012/13,England,East of England,Norfolk,,0.474978678
2012/13,England,East of England,Suffolk,,0.824762539
2012/13,England,East of England,,,0.557610623
2012/13,England,London,"London, City of",,10.25775907
2012/13,England,London,Metropolitan Police,,1.249402916
2012/13,England,London,,,1.25764756
2012/13,England,South East,Hampshire,,0.585328157
2012/13,England,South East,Kent,,0.463284953
2012/13,England,South East,Surrey,,0.494967683
2012/13,England,South East,Sussex,,0.4722326
2012/13,England,South East,Thames Valley,,0.57632067
2012/13,England,South East,,,0.52563189
2012/13,England,South West,Avon and Somerset,,0.74957786
2012/13,England,South West,Dorset,,1.280822712
2012/13,England,South West,Gloucestershire,,0.300585061
2012/13,England,South West,Wiltshire,,0.421546257
2012/13,England,South West,Devon & Cornwall,,0.20144362
2012/13,England,South West,,,0.54179713
2012/13,Wales,,Dyfed-Powys,,0.176237049
2012/13,Wales,,Gwent,,0.410048081
2012/13,Wales,,North Wales,,0.605416303
2012/13,Wales,,South Wales,,0.790350127
2012/13,Wales,,,,0.574157948
2012/13,England,,,,0.722963247
2012/13,,,,,0.746785326
2011/12,England,North East,Cleveland,Race,0.550727965
2011/12,England,North East,Durham,Race,0.366970697
2011/12,England,North East,Northumbria,Race,0.392137813
2011/12,England,North East,,Race,0.420190561
2011/12,England,North West,Cheshire,Race,0.280939017
2011/12,England,North West,Cumbria,Race,0.38814206
2011/12,England,North West,Greater Manchester,Race,1.107475797
2011/12,England,North West,Lancashire,Race,0.524192583
2011/12,England,North West,Merseyside,Race,0.801726573
2011/12,England,North West,,Race,0.755389663
2011/12,England,Yorkshire and The Humber,North Yorkshire,Race,0.5194064
2011/12,England,Yorkshire and The Humber,South Yorkshire,Race,0.104925938
2011/12,England,Yorkshire and The Humber,West Yorkshire,Race,0.198889184
2011/12,England,Yorkshire and The Humber,Humberside,Race,2.004254684
2011/12,England,Yorkshire and The Humber,,Race,0.536854423
2011/12,England,East Midlands,Derbyshire,Race,0.431528661
2011/12,England,East Midlands,Leicestershire,Race,0.86411158
2011/12,England,East Midlands,Lincolnshire,Race,0.286806348
2011/12,England,East Midlands,Northamptonshire,Race,0.657091764
2011/12,England,East Midlands,Nottinghamshire,Race,0.496930856
2011/12,England,East Midlands,,Race,0.55603943
2011/12,England,West Midlands,Staffordshire,Race,0.587289953
2011/12,England,West Midlands,Warwickshire,Race,0.479367089
2011/12,England,West Midlands,West Mercia,Race,0.464008692
2011/12,England,West Midlands,West Midlands,Race,0.923812649
2011/12,England,West Midlands,,Race,1.462186279
2011/12,England,East of England,Bedfordshire,Race,0.435892242
2011/12,England,East of England,Cambridgeshire,Race,0.418955116
2011/12,England,East of England,Essex,Race,0.427379838
2011/12,England,East of England,Hertfordshire,Race,0.564374402
2011/12,England,East of England,Norfolk,Race,0.403757857
2011/12,England,East of England,Suffolk,Race,0.480734332
2011/12,England,East of England,,Race,0.456466939
2011/12,England,London,"London, City of",Race,7.555315704
2011/12,England,London,Metropolitan Police,Race,0.973893482
2011/12,England,London,,Race,0.97983925
2011/12,England,South East,Hampshire,Race,0.497420093
2011/12,England,South East,Kent,Race,0.431454974
2011/12,England,South East,Surrey,Race,0.479140225
2011/12,England,South East,Sussex,Race,0.323166033
2011/12,England,South East,Thames Valley,Race,0.543694919
2011/12,England,South East,,Race,0.461585543
2011/12,England,South West,Avon and Somerset,Race,0.774801289
2011/12,England,South West,Dorset,Race,0.988813129
2011/12,England,South West,Gloucestershire,Race,0.377743866
2011/12,England,South West,Wiltshire,Race,0.446956584
2011/12,England,South West,Devon & Cornwall,Race,0.110680686
2011/12,England,South West,,Race,0.490677782
2011/12,Wales,,Dyfed-Powys,Race,0.155358509
2011/12,Wales,,Gwent,Race,0.317115394
2011/12,Wales,,North Wales,Race,0.52148625
2011/12,Wales,,South Wales,Race,0.581302023
2011/12,Wales,,,Race,0.446510462
2011/12,England,,,Race,0.623249189
2011/12,,,,Race,0.637625226
2011/12,England,North East,Durham,Religion,0.037182053
2011/12,England,North East,Northumbria,Religion,0.009152229
2011/12,England,North East,,Religion,0.014250276
2011/12,England,North West,Cumbria,Religion,0.034012449
2011/12,England,North West,Greater Manchester,Religion,0.06702947
2011/12,England,North West,Lancashire,Religion,0.041059471
2011/12,England,North West,Merseyside,Religion,0.021727007
2011/12,England,North West,,Religion,0.040816552
2011/12,England,Yorkshire and The Humber,North Yorkshire,Religion,0.00750949
2011/12,England,Yorkshire and The Humber,West Yorkshire,Religion,0.002693759
2011/12,England,Yorkshire and The Humber,Humberside,Religion,0.049017098
2011/12,England,Yorkshire and The Humber,,Religion,0.01115689
2011/12,England,East Midlands,Leicestershire,Religion,0.075609763
2011/12,England,East Midlands,Lincolnshire,Religion,0.026582052
2011/12,England,East Midlands,Northamptonshire,Religion,0.008645944
2011/12,England,East Midlands,Nottinghamshire,Religion,0.016503239
2011/12,England,East Midlands,,Religion,0.026666972
2011/12,England,West Midlands,Staffordshire,Religion,0.006373689
2011/12,England,West Midlands,Warwickshire,Religion,0.009148227
2011/12,England,West Midlands,West Mercia,Religion,0.005718417
2011/12,England,West Midlands,West Midlands,Religion,0.018979952
2011/12,England,West Midlands,,Religion,0.025914934
2011/12,England,East of England,Bedfordshire,Religion,0.01782459
2011/12,England,East of England,Cambridgeshire,Religion,0.012395122
2011/12,England,East of England,Essex,Religion,0.009253149
2011/12,England,East of England,Hertfordshire,Religion,0.018752947
2011/12,England,East of England,Norfolk,Religion,0.020944212
2011/12,England,East of England,Suffolk,Religion,0.041088404
2011/12,England,East of England,,Religion,0.018081276
2011/12,England,London,"London, City of",Religion,0.404749056
2011/12,England,London,Metropolitan Police,Religion,0.074051527
2011/12,England,London,,Religion,0.074350285
2011/12,England,South East,Hampshire,Religion,0.009990467
2011/12,England,South East,Kent,Religion,0.008663754
2011/12,England,South East,Surrey,Religion,0.018496222
2011/12,England,South East,Sussex,Religion,0.014293882
2011/12,England,South East,Thames Valley,Religion,0.034283107
2011/12,England,South East,,Religion,0.018028879
2011/12,England,South West,Avon and Somerset,Religion,0.02996814
2011/12,England,South West,Dorset,Religion,0.014758405
2011/12,England,South West,Wiltshire,Religion,0.027407715
2011/12,England,South West,Devon & Cornwall,Religion,0.00299137
2011/12,England,South West,,Religion,0.014714674
2011/12,Wales,,Dyfed-Powys,Religion,0.007767925
2011/12,Wales,,Gwent,Religion,0.012130097
2011/12,Wales,,North Wales,Religion,0.00726304
2011/12,Wales,,South Wales,Religion,0.029610559
2011/12,Wales,,,Religion,0.017625413
2011/12,England,,,Religion,0.02873435
2011/12,,,,Religion,0.028858345
2011/12,England,North East,Cleveland,Sexual orientation,0.044847554
2011/12,England,North East,Durham,Sexual orientation,0.050114941
2011/12,England,North East,Northumbria,Sexual orientation,0.023232581
2011/12,England,North East,,Sexual orientation,0.03427769
2011/12,England,North West,Cheshire,Sexual orientation,0.056382225
2011/12,England,North West,Cumbria,Sexual orientation,0.090032952
2011/12,England,North West,Greater Manchester,Sexual orientation,0.112832941
2011/12,England,North West,Lancashire,Sexual orientation,0.062957856
2011/12,England,North West,Merseyside,Sexual orientation,0.099944234
2011/12,England,North West,,Sexual orientation,0.090136553
2011/12,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,0.070088574
2011/12,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,0.014883112
2011/12,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,0.015713592
2011/12,England,Yorkshire and The Humber,Humberside,Sexual orientation,0.039213679
2011/12,England,Yorkshire and The Humber,,Sexual orientation,0.027797675
2011/12,England,East Midlands,Derbyshire,Sexual orientation,0.052960336
2011/12,England,East Midlands,Leicestershire,Sexual orientation,0.101140333
2011/12,England,East Midlands,Lincolnshire,Sexual orientation,0.032178273
2011/12,England,East Midlands,Northamptonshire,Sexual orientation,0.070608545
2011/12,England,East Midlands,Nottinghamshire,Sexual orientation,0.071514035
2011/12,England,East Midlands,,Sexual orientation,0.067659178
2011/12,England,West Midlands,Staffordshire,Sexual orientation,0.056452678
2011/12,England,West Midlands,Warwickshire,Sexual orientation,0.034763262
2011/12,England,West Midlands,West Mercia,Sexual orientation,0.047381169
2011/12,England,West Midlands,West Midlands,Sexual orientation,0.076649805
2011/12,England,West Midlands,,Sexual orientation,0.127384676
2011/12,England,East of England,Bedfordshire,Sexual orientation,0.029167511
2011/12,England,East of England,Cambridgeshire,Sexual orientation,0.032227317
2011/12,England,East of England,Essex,Sexual orientation,0.049157356
2011/12,England,East of England,Hertfordshire,Sexual orientation,0.038398891
2011/12,England,East of England,Norfolk,Sexual orientation,0.072141173
2011/12,England,East of England,Suffolk,Sexual orientation,0.099981784
2011/12,England,East of England,,Sexual orientation,0.05236747
2011/12,England,London,"London, City of",Sexual orientation,0.674581759
2011/12,England,London,Metropolitan Police,Sexual orientation,0.150542973
2011/12,England,London,,Sexual orientation,0.151016399
2011/12,England,South East,Hampshire,Sexual orientation,0.104111182
2011/12,England,South East,Kent,Sexual orientation,0.034077434
2011/12,England,South East,Surrey,Sexual orientation,0.024661629
2011/12,England,South East,Sussex,Sexual orientation,0.068983519
2011/12,England,South East,Thames Valley,Sexual orientation,0.049227026
2011/12,England,South East,,Sexual orientation,0.058709428
2011/12,England,South West,Avon and Somerset,Sexual orientation,0.093650438
2011/12,England,South West,Dorset,Sexual orientation,0.071108678
2011/12,England,South West,Gloucestershire,Sexual orientation,0.043457259
2011/12,England,South West,Wiltshire,Sexual orientation,0.059032002
2011/12,England,South West,Devon & Cornwall,Sexual orientation,0.019743041
2011/12,England,South West,,Sexual orientation,0.054708403
2011/12,Wales,,Dyfed-Powys,Sexual orientation,0.04272359
2011/12,Wales,,Gwent,Sexual orientation,0.071047711
2011/12,Wales,,North Wales,Sexual orientation,0.090061692
2011/12,Wales,,South Wales,Sexual orientation,0.092727803
2011/12,Wales,,,Sexual orientation,0.079640755
2011/12,England,,,Sexual orientation,0.072909177
2011/12,,,,Sexual orientation,0.075697522
2011/12,England,North East,Cleveland,Disability,0.026908533
2011/12,England,North East,Durham,Disability,0.021015943
2011/12,England,North East,Northumbria,Disability,0.015488388
2011/12,England,North East,,Disability,0.019257129
2011/12,England,North West,Cheshire,Disability,0.006804751
2011/12,England,North West,Cumbria,Disability,0.034012449
2011/12,England,North West,Greater Manchester,Disability,0.027184174
2011/12,England,North West,Lancashire,Disability,0.027372981
2011/12,England,North West,Merseyside,Disability,0.0970473
2011/12,England,North West,,Disability,0.038407242
2011/12,England,Yorkshire and The Humber,North Yorkshire,Disability,0.017522144
2011/12,England,Yorkshire and The Humber,South Yorkshire,Disability,0.0066974
2011/12,England,Yorkshire and The Humber,West Yorkshire,Disability,0.004040638
2011/12,England,Yorkshire and The Humber,Humberside,Disability,0.149229832
2011/12,England,Yorkshire and The Humber,,Disability,0.031957872
2011/12,England,East Midlands,Derbyshire,Disability,0.011768963
2011/12,England,East Midlands,Leicestershire,Disability,0.095248663
2011/12,England,East Midlands,Lincolnshire,Disability,0.006995277
2011/12,England,East Midlands,Northamptonshire,Disability,0.072049535
2011/12,England,East Midlands,Nottinghamshire,Disability,0.038507557
2011/12,England,East Midlands,,Disability,0.045399969
2011/12,England,West Midlands,Staffordshire,Disability,0.048257934
2011/12,England,West Midlands,Warwickshire,Disability,0.014637163
2011/12,England,West Midlands,West Mercia,Disability,0.029409002
2011/12,England,West Midlands,West Midlands,Disability,0.016789957
2011/12,England,West Midlands,,Disability,0.052194867
2011/12,England,East of England,Bedfordshire,Disability,0.014583755
2011/12,England,East of England,Cambridgeshire,Disability,0.007437073
2011/12,England,East of England,Essex,Disability,0.020819586
2011/12,England,East of England,Hertfordshire,Disability,0.013394962
2011/12,England,East of England,Norfolk,Disability,0.139628077
2011/12,England,East of England,Suffolk,Disability,0.178049753
2011/12,England,East of England,,Disability,0.053902673
2011/12,England,London,Metropolitan Police,Disability,0.014639511
2011/12,England,London,,Disability,0.014870057
2011/12,England,South East,Hampshire,Disability,0.021032562
2011/12,England,South East,Kent,Disability,0.019637844
2011/12,England,South East,Surrey,Disability,0.035230899
2011/12,England,South East,Sussex,Disability,0.014293882
2011/12,England,South East,Thames Valley,Disability,0.014064865
2011/12,England,South East,,Disability,0.019531286
2011/12,England,South West,Avon and Somerset,Disability,0.070549997
2011/12,England,South West,Dorset,Disability,0.009391712
2011/12,England,South West,Gloucestershire,Disability,0.015042897
2011/12,England,South West,Wiltshire,Disability,0.010541429
2011/12,England,South West,Devon & Cornwall,Disability,0.010170658
2011/12,England,South West,,Disability,0.0284861
2011/12,Wales,,Dyfed-Powys,Disability,0.015535851
2011/12,Wales,,Gwent,Disability,0.012130097
2011/12,Wales,,North Wales,Disability,0.045030846
2011/12,Wales,,South Wales,Disability,0.059221118
2011/12,Wales,,,Disability,0.039820377
2011/12,England,,,Disability,0.03007127
2011/12,,,,Disability,0.03104809
2011/12,England,North East,Durham,Transgender,0.006466444
2011/12,England,North East,,Transgender,0.001925713
2011/12,England,North West,Cheshire,Transgender,0.003888429
2011/12,England,North West,Cumbria,Transgender,0.01800659
2011/12,England,North West,Greater Manchester,Transgender,0.006330561
2011/12,England,North West,Lancashire,Transgender,0.008896219
2011/12,England,North West,Merseyside,Transgender,0.004345401
2011/12,England,North West,,Transgender,0.006944483
2011/12,England,Yorkshire and The Humber,North Yorkshire,Transgender,0.003754745
2011/12,England,Yorkshire and The Humber,West Yorkshire,Transgender,0.001346879
2011/12,England,Yorkshire and The Humber,Humberside,Transgender,0.003267807
2011/12,England,Yorkshire and The Humber,,Transgender,0.002080098
2011/12,England,East Midlands,Leicestershire,Transgender,0.004909725
2011/12,England,East Midlands,Lincolnshire,Transgender,0.016788664
2011/12,England,East Midlands,Northamptonshire,Transgender,0.004322972
2011/12,England,East Midlands,,Transgender,0.004407764
2011/12,England,West Midlands,Staffordshire,Transgender,0.005463162
2011/12,England,West Midlands,West Mercia,Transgender,0.00245075
2011/12,England,West Midlands,West Midlands,Transgender,0.003649991
2011/12,England,West Midlands,,Transgender,0.007299981
2011/12,England,East of England,Essex,Transgender,0.013301402
2011/12,England,East of England,Hertfordshire,Transgender,0.006250982
2011/12,England,East of England,Norfolk,Transgender,0.004654269
2011/12,England,East of England,Suffolk,Transgender,0.023283429
2011/12,England,East of England,,Transgender,0.009040638
2011/12,England,London,Metropolitan Police,Transgender,0.009027699
2011/12,England,London,,Transgender,0.009141429
2011/12,England,South East,Kent,Transgender,0.005775836
2011/12,England,South East,Sussex,Transgender,0.002485893
2011/12,England,South East,Thames Valley,Transgender,0.00879054
2011/12,England,South East,,Transgender,0.003929371
2011/12,England,South West,Avon and Somerset,Transgender,0.00998938
2011/12,England,South West,Dorset,Transgender,0.00402502
2011/12,England,South West,Wiltshire,Transgender,0.006324857
2011/12,England,South West,,Transgender,0.004904891
2011/12,Wales,,Gwent,Transgender,0.005198613
2011/12,Wales,,North Wales,Transgender,0.011620864
2011/12,Wales,,South Wales,Transgender,0.007792252
2011/12,Wales,,,Transgender,0.006854327
2011/12,England,,,Transgender,0.005517146
2011/12,,,,Transgender,0.005607883
2011/12,England,North East,Cleveland,,0.624277954
2011/12,England,North East,Durham,,0.481750078
2011/12,England,North East,Northumbria,,0.440715028
2011/12,England,North East,,,0.489901369
2011/12,England,North West,Cheshire,,0.34898653
2011/12,England,North West,Cumbria,,0.5642065
2011/12,England,North West,Greater Manchester,,1.320852943
2011/12,England,North West,Lancashire,,0.664479109
2011/12,England,North West,Merseyside,,1.024790515
2011/12,England,North West,,,0.931694492
2011/12,England,Yorkshire and The Humber,North Yorkshire,,0.618281353
2011/12,England,Yorkshire and The Humber,South Yorkshire,,0.129483072
2011/12,England,Yorkshire and The Humber,West Yorkshire,,0.222684052
2011/12,England,Yorkshire and The Humber,Humberside,,2.2449831
2011/12,England,Yorkshire and The Humber,,,0.609846958
2011/12,England,East Midlands,Derbyshire,,0.497238707
2011/12,England,East Midlands,Leicestershire,,1.141020064
2011/12,England,East Midlands,Lincolnshire,,0.369350614
2011/12,England,East Midlands,Northamptonshire,,0.81271876
2011/12,England,East Midlands,Nottinghamshire,,0.623455687
2011/12,England,East Midlands,,,0.700173313
2011/12,England,West Midlands,Staffordshire,,0.703837416
2011/12,England,West Midlands,Warwickshire,,0.539745387
2011/12,England,West Midlands,West Mercia,,0.54896803
2011/12,England,West Midlands,West Midlands,,1.039882353
2011/12,England,West Midlands,,,1.674980737
2011/12,England,East of England,Bedfordshire,,0.499088515
2011/12,England,East of England,Cambridgeshire,,0.47225414
2011/12,England,East of England,Essex,,0.519911332
2011/12,England,East of England,Hertfordshire,,0.641172184
2011/12,England,East of England,Norfolk,,0.641125588
2011/12,England,East of England,Suffolk,,0.823137702
2011/12,England,East of England,,,0.589858997
2011/12,England,London,"London, City of",,9.039395575
2011/12,England,London,Metropolitan Police,,1.222155192
2011/12,England,London,,,1.229217419
2011/12,England,South East,Hampshire,,0.632554305
2011/12,England,South East,Kent,,0.499609842
2011/12,England,South East,Surrey,,0.557528975
2011/12,England,South East,Sussex,,0.423223208
2011/12,England,South East,Thames Valley,,0.650060457
2011/12,England,South East,,,0.561784508
2011/12,England,South West,Avon and Somerset,,0.978959244
2011/12,England,South West,Dorset,,1.088096944
2011/12,England,South West,Gloucestershire,,0.441258322
2011/12,England,South West,Wiltshire,,0.550262587
2011/12,England,South West,Devon & Cornwall,,0.144782303
2011/12,England,South West,,,0.593491851
2011/12,Wales,,Dyfed-Powys,,0.221385876
2011/12,Wales,,Gwent,,0.417621912
2011/12,Wales,,North Wales,,0.675462692
2011/12,Wales,,South Wales,,0.770653754
2011/12,Wales,,,,0.590451335
2011/12,England,,,,0.760481132
2011/12,,,,,0.778837066
