Year,Units,Country,Region,Sector performing research and development,Product groups of UK business performing research and development,Sector funding research and development,Sector funding research and development for business,GeoCode,Value
2007,Funding research and development,,,,,,,,1.40516101941313
2007,Funding research and development,,,,,Government,,,0.146854575279613
2007,Funding research and development,,,,,Research Councils,,,0.144692438952365
2007,Funding research and development,,,,,Higher Education Funding Councils,,,0.127110856712381
2007,Funding research and development,,,,,Business Enterprise,,,0.655411798777938
2007,Funding research and development,,,,,Higher Education,,,0.0161591241299535
2007,Funding research and development,,,,,Private Non-Profit,,,0.0656037680346351
2007,Funding research and development,,,,,Overseas,,,0.249328457526254
2008,Funding research and development,,,,,,,,1.44893483709273
2008,Funding research and development,,,,,Government,,,0.154526370671204
2008,Funding research and development,,,,,Research Councils,,,0.158070815725445
2008,Funding research and development,,,,,Higher Education Funding Councils,,,0.127314179609608
2008,Funding research and development,,,,,Business Enterprise,,,0.658066242247956
2008,Funding research and development,,,,,Higher Education,,,0.0173220459908896
2008,Funding research and development,,,,,Private Non-Profit,,,0.0712890803651464
2008,Funding research and development,,,,,Overseas,,,0.262346102482483
2009,Funding research and development,,,,,,,,1.52938937196108
2009,Funding research and development,,,,,Government,,,0.175361866580587
2009,Funding research and development,,,,,Research Councils,,,0.173512183741526
2009,Funding research and development,,,,,Higher Education Funding Councils,,,0.142902916114497
2009,Funding research and development,,,,,Business Enterprise,,,0.677938594109774
2009,Funding research and development,,,,,Higher Education,,,0.01873549714403
2009,Funding research and development,,,,,Private Non-Profit,,,0.0763143339083261
2009,Funding research and development,,,,,Overseas,,,0.264683647550692
2010,Funding research and development,,,,,,,,1.53564614131722
2010,Funding research and development,,,,,Government,,,0.178600345935493
2010,Funding research and development,,,,,Research Councils,,,0.173554475452427
2010,Funding research and development,,,,,Higher Education Funding Councils,,,0.135123717703495
2010,Funding research and development,,,,,Business Enterprise,,,0.671394138810724
2010,Funding research and development,,,,,Higher Education,,,0.0184819674670434
2010,Funding research and development,,,,,Private Non-Profit,,,0.0743385802563302
2010,Funding research and development,,,,,Overseas,,,0.284094242779125
2011,Funding research and development,,,,,,,,1.58762747083634
2011,Funding research and development,,,,,Government,,,0.17477088069603
2011,Funding research and development,,,,,Research Councils,,,0.170144252484355
2011,Funding research and development,,,,,Higher Education Funding Councils,,,0.130528748421886
2011,Funding research and development,,,,,Business Enterprise,,,0.71787919989405
2011,Funding research and development,,,,,Higher Education,,,0.0204149969840167
2011,Funding research and development,,,,,Private Non-Profit,,,0.0747778784712001
2011,Funding research and development,,,,,Overseas,,,0.2991115138848
2012,Funding research and development,,,,,,,,1.55333907778719
2012,Funding research and development,,,,,Government,,,0.167147650700732
2012,Funding research and development,,,,,Research Councils,,,0.151931686589892
2012,Funding research and development,,,,,Higher Education Funding Councils,,,0.124520155738527
2012,Funding research and development,,,,,Business Enterprise,,,0.719424460431655
2012,Funding research and development,,,,,Higher Education,,,0.0196610772218727
2012,Funding research and development,,,,,Private Non-Profit,,,0.0749970365912593
2012,Funding research and development,,,,,Overseas,,,0.295657010513262
2013,Funding research and development,,,,,,,,1.6202708362418
2013,Funding research and development,,,,,Government,,,0.203378472706966
2013,Funding research and development,,,,,Research Councils,,,0.161496579645399
2013,Funding research and development,,,,,Higher Education Funding Councils,,,0.126539159570013
2013,Funding research and development,,,,,Business Enterprise,,,0.734720089348039
2013,Funding research and development,,,,,Higher Education,,,0.0206058913862907
2013,Funding research and development,,,,,Private Non-Profit,,,0.0767276280887896
2013,Funding research and development,,,,,Overseas,,,0.296858858020383
2014,Funding research and development,,,,,,,,1.64800449106015
2014,Funding research and development,,,,,Government,,,0.196050381371637
2014,Funding research and development,,,,,Research Councils,,,0.159853130195226
2014,Funding research and development,,,,,Higher Education Funding Councils,,,0.124089379032904
2014,Funding research and development,,,,,Business Enterprise,,,0.770600462544515
2014,Funding research and development,,,,,Higher Education,,,0.0209705631815433
2014,Funding research and development,,,,,Private Non-Profit,,,0.0772713775113198
2014,Funding research and development,,,,,Overseas,,,0.29922338472476
2015,Funding research and development,,,,,,,,1.6744522927226
2015,Funding research and development,,,,,Government,,,0.191874252476655
2015,Funding research and development,,,,,Research Councils,,,0.1539653217997
2015,Funding research and development,,,,,Higher Education Funding Councils,,,0.11743297240431
2015,Funding research and development,,,,,Business Enterprise,,,0.819807098606105
2015,Funding research and development,,,,,Higher Education,,,0.0229253728814546
2015,Funding research and development,,,,,Private Non-Profit,,,0.0822242588565798
2015,Funding research and development,,,,,Overseas,,,0.286223015697791
2005,Funding research and development,,,,,,UK Government,,0.065696200718899
2005,Funding research and development,,,,,,Overseas total,,0.21385575238559
2005,Funding research and development,,,,,,European Commission grants,,0.00435587888508595
2005,Funding research and development,,,,,,Other Overseas,,0.209559543074272
2005,Funding research and development,,,,,,Other UK Business,,0.0758996978332784
2005,Funding research and development,,,,,,Own funds,,0.463930936048537
2005,Funding research and development,,,,,,Other,,0.000119339147536601
2006,Funding research and development,,,,,,UK Government,,0.0617336078343443
2006,Funding research and development,,,,,,Overseas total,,0.189976442222292
2006,Funding research and development,,,,,,European Commission grants,,0.0023878093596303
2006,Funding research and development,,,,,,Other Overseas,,0.187588632862663
2006,Funding research and development,,,,,,Other UK Business,,0.0672663368383657
2006,Funding research and development,,,,,,Own funds,,0.504643124419427
2006,Funding research and development,,,,,,Other,,0.000116478505347818
2007,Funding research and development,,,,,,UK Government,,0.0609950037581343
2007,Funding research and development,,,,,,Overseas total,,0.206882307522926
2007,Funding research and development,,,,,,European Commission grants,,0.00153625475883361
2007,Funding research and development,,,,,,Other Overseas,,0.205346052764091
2007,Funding research and development,,,,,,Other UK Business,,0.0565569344548372
2007,Funding research and development,,,,,,Own funds,,0.566650412711996
2007,Funding research and development,,,,,,Other,,0.000853474866018671
2008,Funding research and development,,,,,,UK Government,,0.0648862118800651
2008,Funding research and development,,,,,,Overseas total,,0.212723871723103
2008,Funding research and development,,,,,,European Commission grants,,0.00268691802498948
2008,Funding research and development,,,,,,Other Overseas,,0.210036953698113
2008,Funding research and development,,,,,,Other UK Business,,0.0494507253535298
2008,Funding research and development,,,,,,Own funds,,0.576601174469019
2008,Funding research and development,,,,,,Other,,0.000400179280317582
2009,Funding research and development,,,,,,UK Government,,0.0789993573843814
2009,Funding research and development,,,,,,Overseas total,,0.206329137337756
2009,Funding research and development,,,,,,European Commission grants,,0.00280435785276883
2009,Funding research and development,,,,,,Other Overseas,,0.203524779484988
2009,Funding research and development,,,,,,Other UK Business,,0.0416476974730349
2009,Funding research and development,,,,,,Own funds,,0.599476241420604
2009,Funding research and development,,,,,,Other,,0.000238668753427133
2010,Funding research and development,,,,,,UK Government,,0.0825527880194606
2010,Funding research and development,,,,,,Overseas total,,0.222311665817865
2010,Funding research and development,,,,,,European Commission grants,,0.0036377205808149
2010,Funding research and development,,,,,,Other Overseas,,0.218673945237049
2010,Funding research and development,,,,,,Other UK Business,,0.0421271512423403
2010,Funding research and development,,,,,,Own funds,,0.594297931662485
2010,Funding research and development,,,,,,Other,,0.000176018737781365
2011,Funding research and development,,,,,,UK Government,,0.0875011060533069
2011,Funding research and development,,,,,,Overseas total,,0.227803606572357
2011,Funding research and development,,,,,,European Commission grants,,0.00318080689552668
2011,Funding research and development,,,,,,Other Overseas,,0.22462279967683
2011,Funding research and development,,,,,,Other UK Business,,0.0344105473243342
2011,Funding research and development,,,,,,Own funds,,0.652528076404137
2011,Funding research and development,,,,,,Other,,0.00705560802280465
2012,Funding research and development,,,,,,UK Government,,0.0814937403689216
2012,Funding research and development,,,,,,Overseas total,,0.219406224070174
2012,Funding research and development,,,,,,European Commission grants,,0.00313437462957391
2012,Funding research and development,,,,,,Other Overseas,,0.216328838070227
2012,Funding research and development,,,,,,Other UK Business,,0.0196040885922441
2012,Funding research and development,,,,,,Own funds,,0.666539012136299
2012,Funding research and development,,,,,,Other,,0.00501499940731825
2013,Funding research and development,,,,,,UK Government,,0.103196984503699
2013,Funding research and development,,,,,,Overseas total,,0.217283261203406
2013,Funding research and development,,,,,,European Commission grants,,0.00362976406533575
2013,Funding research and development,,,,,,Other Overseas,,0.213653497138071
2013,Funding research and development,,,,,,Other UK Business,,0.0203266787658802
2013,Funding research and development,,,,,,Own funds,,0.692838196286472
2013,Funding research and development,,,,,,Other,,0.00597515007678347
2014,Funding research and development,,,,,,UK Government,,0.102197628321423
2014,Funding research and development,,,,,,Overseas total,,0.220055444651802
2014,Funding research and development,,,,,,European Commission grants,,0.00346800011271
2014,Funding research and development,,,,,,Other Overseas,,0.216533257037331
2014,Funding research and development,,,,,,Other UK Business,,0.0211873131885877
2014,Funding research and development,,,,,,Own funds,,0.732344086301183
2014,Funding research and development,,,,,,Other,,0.0069901877271811
2015,Funding research and development,,,,,,UK Government,,0.0963606897095784
2015,Funding research and development,,,,,,Overseas total,,0.201457376013707
2015,Funding research and development,,,,,,European Commission grants,,0.00354734407172624
2015,Funding research and development,,,,,,Other Overseas,,0.197857086508074
2015,Funding research and development,,,,,,Other UK Business,,0.0203310466200429
2015,Funding research and development,,,,,,Own funds,,0.784492494190562
2015,Funding research and development,,,,,,Other,,0.0112244319881487
2016,Funding research and development,,,,,,UK Government,,0.0900639329267818
2016,Funding research and development,,,,,,Overseas total,,0.181166665541299
2016,Funding research and development,,,,,,European Commission grants,,0.00509011846991038
2016,Funding research and development,,,,,,Other Overseas,,0.17607654707139
2016,Funding research and development,,,,,,Other UK Business,,0.0271646118343177
2016,Funding research and development,,,,,,Own funds,,0.842414606770169
2016,Funding research and development,,,,,,Other,,0.0134524559561917
