Year,Industrial Sector Summary,Industrial Sector,Value
2012,Manufacturing,Manufacture of other basic metals & casting,0.423078774
2012,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.431987849
2012,Manufacturing,Manufacture of weapons and ammunition,0.024749301
2012,Manufacturing,"Computer, electronic, communication and optical products",0.246311547
2012,Manufacturing,Electrical equipment,0.185808043
2012,Manufacturing,Machinery and equipment n.e.c.,0.270012332
2012,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.268371282
2012,Manufacturing,Building of ships and boats,0.034681024
2012,Manufacturing,Manufacture of air and spacecraft and related machinery,0.096569315
2012,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.015781875
2012,Manufacturing,Furniture,0.116951304
2012,Manufacturing,Other manufactured goods,0.106898066
2012,Manufacturing,Repair & maintenance of ships,0.001175444
2012,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.007351039
2012,Manufacturing,Rest of repair; Installation,0.027348633
2012,"Electricity, gas, steam and air conditioning supply",,11.71130727
2012,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,10.00792079
2012,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,1.703386474
2012,"Water supply, sewerage, waste management activities and remediation services",,6.189172749
2012,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,3.460705596
2012,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.63466513
2012,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.07071328
2012,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.023088744
2012,Construction,,2.791902229
2012,Construction,Buildings and building construction works,0.764357814
2012,Construction,Constructions and construction works for civil engineering,0.81163517
2012,Construction,Specialised construction works,1.215909245
2012,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.096392746
2012,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.380110806
2012,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.112377633
2012,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.603904307
2012,Transport and storage,,17.64184925
2012,Transport and storage,Rail transport,0.759008724
2012,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",4.3423315
2012,Transport and storage,Water transport services,2.801124291
2012,Transport and storage,Air transport services,8.56204762
2012,Transport and storage,Warehousing and support services for transportation,0.37963896
2012,Transport and storage,Postal and courier services,0.797698154
2012,Accommodation and food services,,2.647119995
2012,Accommodation and food services,Accommodation services,0.822232404
2012,Accommodation and food services,Food and beverage serving services,1.824887591
2012,Information and communication,,0.999402517
2012,Information and communication,Publishing activities,0.046678191
2012,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.036796499
2012,Information and communication,Programming and broadcasting services,0.006752742
2012,Information and communication,Telecommunications services,0.45017125
2012,Information and communication,"Computer programming, consultancy and related services",0.445860299
2012,Information and communication,Information services,0.013143536
2012,Financial and insurance activities,,0.930361519
2012,Financial and insurance activities,"Financial services, except insurance and pension funding",0.47108177
2012,Financial and insurance activities,Insurance & Reinsurance,0.184578692
2012,Financial and insurance activities,Pension funding,0.011534836
2012,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.26316622
2012,Real estate activities,,0.101347056
2012,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.08650911
2012,Real estate activities,Real estate activities on a fee or contract basis,0.014837947
2012,"Professional, scientific and technical activities",,0.842734073
2012,"Professional, scientific and technical activities",Legal activities,0.078443418
2012,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.107741406
2012,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.142747909
2012,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.236356844
2012,"Professional, scientific and technical activities",Scientific research and development services,0.088281358
2012,"Professional, scientific and technical activities",Advertising and market research services,0.088343157
2012,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.077295996
2012,"Professional, scientific and technical activities",Veterinary services,0.023523986
2012,Administrative and support service activities,,0.958669292
2012,Administrative and support service activities,Rental and leasing services,0.564408713
2012,Administrative and support service activities,Employment services,0.040232202
2012,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.024132758
2012,Administrative and support service activities,Security and investigation services,0.055736296
2012,Administrative and support service activities,Services to buildings and landscape,0.101543846
2012,Administrative and support service activities,"Office administrative, office support and other business support services",0.172615476
2012,Public administration and defence; compulsory social security,,1.638368068
2012,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,1.638368068
2012,Education,,0.813695379
2012,Education,Education services,0.813695379
2012,Human health and social work activities,,1.125258573
2012,Human health and social work activities,Human health services,0.748211683
2012,Human health and social work activities,Residential care services,0.17164376
2012,Human health and social work activities,Social work services without accommodation,0.205403131
2012,"Arts, entertainment and recreation",,2.12546591
2012,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.53823745
2012,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.269112937
2012,"Arts, entertainment and recreation",Gambling and betting services,0.242084346
2012,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.076031176
2012,Other service activities,,1.096862998
2012,Other service activities,Services furnished by membership organisations,0.411605616
2012,Other service activities,Repair services of computers and personal and household goods,0.037289011
2012,Other service activities,Other personal services,0.647968372
2012,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.495601215
2012,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.495601215
2013,"Agriculture, forestry and fishing",,12.3946733
2013,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",11.31733969
2013,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.123133117
2013,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.954200487
2013,Mining and quarrying,,12.56384685
2013,Mining and quarrying,Mining of coal and lignite,0.249147682
2013,Mining and quarrying,Crude petroleum and natural gas,11.16380437
2013,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,1.150894801
2013,Manufacturing,,11.21661786
2013,Manufacturing,Processing and preserving of meat and production of meat products,0.188364703
2013,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.129953097
2013,Manufacturing,Manufacture of vegetable and animal oils and fats,0.009386733
2013,Manufacturing,Manufacture of dairy products,0.12517528
2013,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.100284336
2013,Manufacturing,Manufacture of bakery and farinaceous products,0.177923861
2013,Manufacturing,Manufacture of other food products,0.188365311
2013,Manufacturing,Manufacture of prepared animal feeds,0.063625649
2013,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.184338433
2013,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.046445192
2013,Manufacturing,Tobacco products,0.009067767
2013,Manufacturing,Textiles,0.218430805
2013,Manufacturing,Wearing apparel,0.086239474
2013,Manufacturing,Leather and related products,0.015555853
2013,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.277810856
2013,Manufacturing,Paper and paper products,0.554997144
2013,Manufacturing,Printing and recording services,0.234460551
2013,Manufacturing,Manufacture of coke oven & refined petroleum products,1.730559437
2013,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.502778352
2013,Manufacturing,Manufacture of petrochemicals,0.913275697
2013,Manufacturing,"Manufacture of paints, varnishes & ink",0.034216922
2013,Manufacturing,Manufacture of cleaning & toilet preparations,0.062298747
2013,Manufacturing,Manufacture of other chemical products & man-made fibres,0.084918041
2013,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.110858233
2013,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.128356441
2013,Manufacturing,Rubber & plastics products,0.74885415
2013,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.382790989
2013,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.502896825
2013,Manufacturing,Manufacture of basic Iron & Steel,1.248649404
2013,Manufacturing,Manufacture of other basic metals & casting,0.333249086
2013,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.438600435
2013,Manufacturing,Manufacture of weapons and ammunition,0.024738447
2013,Manufacturing,"Computer, electronic, communication and optical products",0.240658226
2013,Manufacturing,Electrical equipment,0.181464695
2013,Manufacturing,Machinery and equipment n.e.c.,0.265687085
2013,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.265508463
2013,Manufacturing,Building of ships and boats,0.034030402
2013,Manufacturing,Manufacture of air and spacecraft and related machinery,0.09707462
2013,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.015842619
2013,Manufacturing,Furniture,0.116359041
2013,Manufacturing,Other manufactured goods,0.106027559
2013,Manufacturing,Repair & maintenance of ships,0.001193847
2013,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.007191635
2013,Manufacturing,Rest of repair; Installation,0.028113418
2013,"Electricity, gas, steam and air conditioning supply",,11.72529083
2013,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,10.11079954
2013,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,1.614491292
2013,"Water supply, sewerage, waste management activities and remediation services",,6.03453317
2013,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,3.256136364
2013,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.581738329
2013,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.18240172
2013,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.014256757
2013,Construction,,2.666101147
2013,Construction,Buildings and building construction works,0.719026904
2013,Construction,Constructions and construction works for civil engineering,0.767801053
2013,Construction,Specialised construction works,1.17927319
2013,Wholesale and retail trade; repair of motor vehicles and motorcycles,,2.932506473
2013,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.35923139
2013,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.022687226
2013,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.550587857
2013,Transport and storage,,16.7803791
2013,Transport and storage,Rail transport,0.727136164
2013,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",4.264040892
2013,Transport and storage,Water transport services,2.273702967
2013,Transport and storage,Air transport services,8.396143689
2013,Transport and storage,Warehousing and support services for transportation,0.371482323
2013,Transport and storage,Postal and courier services,0.747873065
2013,Accommodation and food services,,2.748026345
2013,Accommodation and food services,Accommodation services,0.844319723
2013,Accommodation and food services,Food and beverage serving services,1.903706621
2013,Information and communication,,1.008337135
2013,Information and communication,Publishing activities,0.04355275
2013,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.037511271
2013,Information and communication,Programming and broadcasting services,0.006757545
2013,Information and communication,Telecommunications services,0.529741686
2013,Information and communication,"Computer programming, consultancy and related services",0.378247494
2013,Information and communication,Information services,0.012526388
2013,Financial and insurance activities,,0.840939665
2013,Financial and insurance activities,"Financial services, except insurance and pension funding",0.474470402
2013,Financial and insurance activities,Insurance & Reinsurance,0.088454805
2013,Financial and insurance activities,Pension funding,0.006120637
2013,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.271893821
2013,Real estate activities,,0.102862072
2013,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.089251309
2013,Real estate activities,Real estate activities on a fee or contract basis,0.013610764
2013,"Professional, scientific and technical activities",,0.790324721
2013,"Professional, scientific and technical activities",Legal activities,0.072194483
2013,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.098969972
2013,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.12449808
2013,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.214436976
2013,"Professional, scientific and technical activities",Scientific research and development services,0.105912186
2013,"Professional, scientific and technical activities",Advertising and market research services,0.075391934
2013,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.077078387
2013,"Professional, scientific and technical activities",Veterinary services,0.021842703
2013,Administrative and support service activities,,0.893509837
2013,Administrative and support service activities,Rental and leasing services,0.521993035
2013,Administrative and support service activities,Employment services,0.034610233
2013,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.022323422
2013,Administrative and support service activities,Security and investigation services,0.052538917
2013,Administrative and support service activities,Services to buildings and landscape,0.093215168
2013,Administrative and support service activities,"Office administrative, office support and other business support services",0.168829062
2013,Public administration and defence; compulsory social security,,1.522390105
2013,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,1.522390105
2013,Education,,0.770141789
2013,Education,Education services,0.770141789
2013,Human health and social work activities,,1.125270092
2013,Human health and social work activities,Human health services,0.786741796
2013,Human health and social work activities,Residential care services,0.15336895
2013,Human health and social work activities,Social work services without accommodation,0.185159346
2013,"Arts, entertainment and recreation",,2.132641472
2013,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.531513697
2013,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.258380324
2013,"Arts, entertainment and recreation",Gambling and betting services,0.257284543
2013,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.085462907
2013,Other service activities,,1.143469302
2013,Other service activities,Services furnished by membership organisations,0.467769872
2013,Other service activities,Repair services of computers and personal and household goods,0.035356235
2013,Other service activities,Other personal services,0.640343196
2013,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.491769372
2013,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.491769372
2014,"Agriculture, forestry and fishing",,11.14782137
2014,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",10.24821913
2014,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.132019526
2014,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.767582716
2014,Mining and quarrying,,12.2850301
2014,Mining and quarrying,Mining of coal and lignite,0.231735136
2014,Mining and quarrying,Crude petroleum and natural gas,10.93456542
2014,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,1.118729538
2014,Manufacturing,,10.45161408
2014,Manufacturing,Processing and preserving of meat and production of meat products,0.180008738
2014,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.126389742
2014,Manufacturing,Manufacture of vegetable and animal oils and fats,0.009100623
2014,Manufacturing,Manufacture of dairy products,0.118531266
2014,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.095046758
2014,Manufacturing,Manufacture of bakery and farinaceous products,0.1714058
2014,Manufacturing,Manufacture of other food products,0.180011689
2014,Manufacturing,Manufacture of prepared animal feeds,0.06004109
2014,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.17597766
2014,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.043339985
2014,Manufacturing,Tobacco products,0.008525008
2014,Manufacturing,Textiles,0.209639635
2014,Manufacturing,Wearing apparel,0.081314646
2014,Manufacturing,Leather and related products,0.014523214
2014,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.297551717
2014,Manufacturing,Paper and paper products,0.514820172
2014,Manufacturing,Printing and recording services,0.218229585
2014,Manufacturing,Manufacture of coke oven & refined petroleum products,1.596133637
2014,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.459763024
2014,Manufacturing,Manufacture of petrochemicals,0.795354933
2014,Manufacturing,"Manufacture of paints, varnishes & ink",0.031680678
2014,Manufacturing,Manufacture of cleaning & toilet preparations,0.058475417
2014,Manufacturing,Manufacture of other chemical products & man-made fibres,0.077575214
2014,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.100877887
2014,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.117440254
2014,Manufacturing,Rubber & plastics products,0.722754806
2014,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.366639116
2014,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.469628182
2014,Manufacturing,Manufacture of basic Iron & Steel,1.184416474
2014,Manufacturing,Manufacture of other basic metals & casting,0.257888585
2014,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.422094767
2014,Manufacturing,Manufacture of weapons and ammunition,0.023775563
2014,Manufacturing,"Computer, electronic, communication and optical products",0.214061541
2014,Manufacturing,Electrical equipment,0.165587068
2014,Manufacturing,Machinery and equipment n.e.c.,0.255452699
2014,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.248350494
2014,Manufacturing,Building of ships and boats,0.03302378
2014,Manufacturing,Manufacture of air and spacecraft and related machinery,0.089068625
2014,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.01478593
2014,Manufacturing,Furniture,0.110854626
2014,Manufacturing,Other manufactured goods,0.099406674
2014,Manufacturing,Repair & maintenance of ships,0.001098097
2014,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.006239078
2014,Manufacturing,Rest of repair; Installation,0.024729608
2014,"Electricity, gas, steam and air conditioning supply",,12.32876571
2014,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,10.72317247
2014,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,1.605593232
2014,"Water supply, sewerage, waste management activities and remediation services",,5.769708252
2014,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,2.988397217
2014,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.56036377
2014,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.208044434
2014,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.012902832
2014,Construction,,2.487792668
2014,Construction,Buildings and building construction works,0.690202602
2014,Construction,Constructions and construction works for civil engineering,0.722072298
2014,Construction,Specialised construction works,1.075517767
2014,Wholesale and retail trade; repair of motor vehicles and motorcycles,,2.622540941
2014,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.322661949
2014,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",0.908713165
2014,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.391165827
2014,Transport and storage,,16.40251282
2014,Transport and storage,Rail transport,0.680202964
2014,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",4.084735999
2014,Transport and storage,Water transport services,2.64599389
2014,Transport and storage,Air transport services,7.957583548
2014,Transport and storage,Warehousing and support services for transportation,0.328626226
2014,Transport and storage,Postal and courier services,0.705370193
2014,Accommodation and food services,,2.373162124
2014,Accommodation and food services,Accommodation services,0.732059186
2014,Accommodation and food services,Food and beverage serving services,1.641102938
2014,Information and communication,,0.884852413
2014,Information and communication,Publishing activities,0.038940702
2014,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.032454449
2014,Information and communication,Programming and broadcasting services,0.005834993
2014,Information and communication,Telecommunications services,0.45711064
2014,Information and communication,"Computer programming, consultancy and related services",0.338582403
2014,Information and communication,Information services,0.011929226
2014,Financial and insurance activities,,0.83925526
2014,Financial and insurance activities,"Financial services, except insurance and pension funding",0.480414329
2014,Financial and insurance activities,Insurance & Reinsurance,0.083845593
2014,Financial and insurance activities,Pension funding,0.00607761
2014,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.268917728
2014,Real estate activities,,0.089207347
2014,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.075088416
2014,Real estate activities,Real estate activities on a fee or contract basis,0.014118931
2014,"Professional, scientific and technical activities",,0.688308562
2014,"Professional, scientific and technical activities",Legal activities,0.064084674
2014,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.086035295
2014,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.100443025
2014,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.183721083
2014,"Professional, scientific and technical activities",Scientific research and development services,0.101491217
2014,"Professional, scientific and technical activities",Advertising and market research services,0.067005691
2014,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.067102322
2014,"Professional, scientific and technical activities",Veterinary services,0.018425255
2014,Administrative and support service activities,,0.79605172
2014,Administrative and support service activities,Rental and leasing services,0.46887419
2014,Administrative and support service activities,Employment services,0.029748598
2014,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.018902033
2014,Administrative and support service activities,Security and investigation services,0.050266886
2014,Administrative and support service activities,Services to buildings and landscape,0.083667676
2014,Administrative and support service activities,"Office administrative, office support and other business support services",0.144592337
2014,Public administration and defence; compulsory social security,,1.253659288
2014,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,1.253659288
2014,Education,,0.60000988
2014,Education,Education services,0.60000988
2014,Human health and social work activities,,0.900267288
2014,Human health and social work activities,Human health services,0.617441556
2014,Human health and social work activities,Residential care services,0.129346902
2014,Human health and social work activities,Social work services without accommodation,0.153478829
2014,"Arts, entertainment and recreation",,1.713965585
2014,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.414446617
2014,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.204137661
2014,"Arts, entertainment and recreation",Gambling and betting services,0.217567462
2014,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,0.877813844
2014,Other service activities,,0.914709117
2014,Other service activities,Services furnished by membership organisations,0.378891462
2014,Other service activities,Repair services of computers and personal and household goods,0.030674385
2014,Other service activities,Other personal services,0.505143271
2014,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.527491769
2014,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.527491769
2015,"Agriculture, forestry and fishing",,11.35654581
2015,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",10.43698875
2015,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.142257546
2015,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.777299518
2015,Mining and quarrying,,12.19225624
2015,Mining and quarrying,Mining of coal and lignite,0.196899565
2015,Mining and quarrying,Crude petroleum and natural gas,10.95749719
2015,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,1.03785948
2015,Manufacturing,,10.26276178
2015,Manufacturing,Processing and preserving of meat and production of meat products,0.179052247
2015,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.126982506
2015,Manufacturing,Manufacture of vegetable and animal oils and fats,0.009040025
2015,Manufacturing,Manufacture of dairy products,0.117583501
2015,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.0944801
2015,Manufacturing,Manufacture of bakery and farinaceous products,0.170951
2015,Manufacturing,Manufacture of other food products,0.177944016
2015,Manufacturing,Manufacture of prepared animal feeds,0.059511481
2015,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.176928482
2015,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.042780556
2015,Manufacturing,Tobacco products,0.008408268
2015,Manufacturing,Textiles,0.20213085
2015,Manufacturing,Wearing apparel,0.077670648
2015,Manufacturing,Leather and related products,0.013940568
2015,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.364067214
2015,Manufacturing,Paper and paper products,0.499444408
2015,Manufacturing,Printing and recording services,0.211017364
2015,Manufacturing,Manufacture of coke oven & refined petroleum products,1.491878089
2015,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.459752375
2015,Manufacturing,Manufacture of petrochemicals,0.822080192
2015,Manufacturing,"Manufacture of paints, varnishes & ink",0.03162326
2015,Manufacturing,Manufacture of cleaning & toilet preparations,0.058743926
2015,Manufacturing,Manufacture of other chemical products & man-made fibres,0.077455142
2015,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.101899403
2015,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.116832478
2015,Manufacturing,Rubber & plastics products,0.691940674
2015,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.354992354
2015,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.443890558
2015,Manufacturing,Manufacture of basic Iron & Steel,1.12546688
2015,Manufacturing,Manufacture of other basic metals & casting,0.289512248
2015,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.395845166
2015,Manufacturing,Manufacture of weapons and ammunition,0.021702909
2015,Manufacturing,"Computer, electronic, communication and optical products",0.214790782
2015,Manufacturing,Electrical equipment,0.166297847
2015,Manufacturing,Machinery and equipment n.e.c.,0.23880167
2015,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.248192999
2015,Manufacturing,Building of ships and boats,0.03503888
2015,Manufacturing,Manufacture of air and spacecraft and related machinery,0.091245742
2015,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.015026953
2015,Manufacturing,Furniture,0.108597795
2015,Manufacturing,Other manufactured goods,0.096239572
2015,Manufacturing,Repair & maintenance of ships,0.001133029
2015,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.006426796
2015,Manufacturing,Rest of repair; Installation,0.025420827
2015,"Electricity, gas, steam and air conditioning supply",,13.86547055
2015,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,12.10063989
2015,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,1.764830658
2015,"Water supply, sewerage, waste management activities and remediation services",,5.807730438
2015,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,2.80435501
2015,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.560610173
2015,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.430679806
2015,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.012085448
2015,Construction,,2.388111271
2015,Construction,Buildings and building construction works,0.664336754
2015,Construction,Constructions and construction works for civil engineering,0.693310201
2015,Construction,Specialised construction works,1.030464316
2015,Wholesale and retail trade; repair of motor vehicles and motorcycles,,2.4755414
2015,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.305083373
2015,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",0.863865347
