Year,Sex,Abuse perpeprator,Abuse type,Abuse category,Region,Threats or force,Age,Ethnicity,Ethnic group,Marital status,Employment status,Occupation,Highest qualification,Disability status,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,Value
2006,,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.190865151
2006,,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.346580238
2006,,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.036585791
2006,,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.015828497
2006,,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.033452591
2006,,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,1.075736246
2006,,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.483636601
2007,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,4.668832993
2007,Male,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.307985006
2007,Male,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,2.508110389
2007,Male,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,1.567077444
2007,Male,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.818368544
2007,Male,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,1.538825348
2007,Male,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.082041142
2007,Male,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,0.665024545
2007,Male,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.576183206
2007,Male,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.391535902
2007,Male,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.189384329
2007,Male,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.052431136
2007,Male,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.137267884
2007,Male,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.007160449
2007,Male,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.007077185
2007,Male,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.007120771
2007,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,7.538236298
2007,Female,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,5.349678029
2007,Female,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,4.619949919
2007,Female,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,3.972830449
2007,Female,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,2.93855393
2007,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.580125869
2007,Female,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.57815879
2007,Female,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.658960426
2007,Female,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.974134934
2007,Female,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.332597833
2007,Female,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.510727283
2007,Female,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.253777139
2007,Female,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.488599419
2007,Female,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.1296049
2007,Female,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.006716567
2007,Female,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.078160509
2007,,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,6.215397384
2007,,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.377822639
2007,,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,3.661961739
2007,,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,2.697471298
2007,,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,2.440220362
2007,,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.061061069
2007,,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.331464021
2007,,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.133275191
2007,,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.776330645
2007,,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.748612443
2007,,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.343144657
2007,,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.173692603
2007,,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.320190273
2007,,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.043229854
2007,,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.006896336
2007,,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.042790879
2008,Male,,,,,,,,,,,,,,,,,,,,,,,4.217774707
2008,Male,Partner,,,,,,,,,,,,,,,,,,,,,,2.975902877
2008,Male,Family,,,,,,,,,,,,,,,,,,,,,,2.039807617
2008,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.838635654
2008,Male,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.143343027
2008,Male,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.421855882
2008,Male,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,1.051987877
2008,Male,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.026943064
2008,Male,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,1.894175096
2008,Male,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.138732789
2008,Male,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.139260154
2008,Male,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.84374113
2008,Male,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.66262329
2008,Male,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.169205669
2008,Male,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.043718948
2008,Male,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.177253771
2008,Male,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.008223067
2008,Male,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.008167882
2008,Male,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.00819083
2008,Male,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,0.675272619
2008,Male,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.182802604
2008,Female,,,,,,,,,,,,,,,,,,,,,,,8.884717246
2008,Female,Partner,,,,,,,,,,,,,,,,,,,,,,6.987348134
2008,Female,Family,,,,,,,,,,,,,,,,,,,,,,3.335741212
2008,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,6.538726123
2008,Female,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.197981733
2008,Female,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,4.458602657
2008,Female,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,3.343963422
2008,Female,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,2.851179061
2008,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.848470973
2008,Female,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.732685988
2008,Female,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.906010345
2008,Female,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,1.11338418
2008,Female,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.526955338
2008,Female,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.363944892
2008,Female,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.22383184
2008,Female,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.268645735
2008,Female,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.064066207
2008,Female,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0
2008,Female,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.038694062
2008,Female,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,1.037840044
2008,Female,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.434484768
2008,,Partner,,,,,,,,,,,,,,,,,,,,,,4.938020552
2008,,Family,,,,,,,,,,,,,,,,,,,,,,2.685559368
2008,,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,4.653017898
2008,,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.173242291
2008,,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,2.894537554
2008,,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,2.166763834
2008,,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.901953184
2008,,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.375631358
2008,,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.43635119
2008,,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.501535191
2008,,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.950718724
2008,,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.99097217
2008,,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.255868325
2008,,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.151614537
2008,,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.220479895
2008,,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.023682705
2008,,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.004077927
2008,,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.023479067
2008,,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,0.824049814
2008,,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.311837843
2009,Male,,,,,,,,,,,,,,,,,,,,,,,4.132937016
2009,Male,Partner,,,,,,,,,,,,,,,,,,,,,,3.063605078
2009,Male,Family,,,,,,,,,,,,,,,,,,,,,,1.794244679
2009,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.923248651
2009,Male,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.351915419
2009,Male,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.321710261
2009,Male,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,1.093771044
2009,Male,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.917174545
2009,Male,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,1.615311601
2009,Male,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.214614983
2009,Male,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,0.698141899
2009,Male,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.887038309
2009,Male,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.339165366
2009,Male,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.176496221
2009,Male,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.004226507
2009,Male,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.195929747
2009,Male,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0
2009,Male,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0
2009,Male,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0
2009,Male,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,0.808544758
2009,Male,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.30685906
2009,Female,,,,,,,,,,,,,,,,,,,,,,,9.236445747
2009,Female,Partner,,,,,,,,,,,,,,,,,,,,,,7.364374097
2009,Female,Family,,,,,,,,,,,,,,,,,,,,,,3.170518102
2009,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,7.178076725
2009,Female,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.61213129
2009,Female,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,4.868333313
2009,Female,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,4.078203206
2009,Female,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,2.910466115
2009,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.773128521
2009,Female,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.82521872
2009,Female,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.65788483
2009,Female,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,1.128992274
2009,Female,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.164194798
2009,Female,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.398019963
2009,Female,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.207328813
2009,Female,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.440037273
2009,Female,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.099511484
2009,Female,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.025758665
2009,Female,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.034329551
2009,Female,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,1.069310384
2009,Female,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.459562013
2009,,Partner,,,,,,,,,,,,,,,,,,,,,,5.171027119
2009,,Family,,,,,,,,,,,,,,,,,,,,,,2.479311844
2009,,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,4.985108917
2009,,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.482482413
2009,,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,3.007706756
2009,,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,2.566005652
2009,,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.856129567
2009,,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.192127671
2009,,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.51952556
2009,,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.1480116
2009,,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.973137934
2009,,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.650945377
2009,,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.276186587
2009,,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.119412612
2009,,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.319058481
2009,,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.030234284
2009,,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.012835263
2009,,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.01712596
2009,,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,0.894023541
2009,,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.392747082
2010,Male,,,,,,,,,,,,,,,,,,,,,,,4.787677014
2010,Male,Partner,,,,,,,,,,,,,,,,,,,,,,3.573818277
2010,Male,Family,,,,,,,,,,,,,,,,,,,,,,1.965744721
2010,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,3.062703283
2010,Male,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.104170604
2010,Male,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.464510235
2010,Male,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.714094756
2010,Male,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.134828652
2010,Male,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,1.757365498
2010,Male,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.11782587
2010,Male,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,0.956567436
2010,Male,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.69735919
2010,Male,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.535669148
2010,Male,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.139243534
2010,Male,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.026399259
2010,Male,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.154505454
2010,Male,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.046442126
2010,Male,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.045909547
2010,Male,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0
2010,Male,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,1.244726309
2010,Male,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.3192236
2010,Female,,,,,,,,,,,,,,,,,,,,,,,9.052097107
2010,Female,Partner,,,,,,,,,,,,,,,,,,,,,,7.408327936
2010,Female,Family,,,,,,,,,,,,,,,,,,,,,,3.136850639
2010,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,6.440620977
2010,Female,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.361206718
2010,Female,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,4.172799709
2010,Female,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,3.281549131
2010,Female,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,2.791987732
2010,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.838570779
2010,Female,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.646415521
2010,Female,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.733411705
2010,Female,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,1.249521154
2010,Female,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.220459656
2010,Female,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.562431162
2010,Female,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.395977916
2010,Female,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.445706167
2010,Female,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.15390258
2010,Female,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.058275055
2010,Female,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.086068357
2010,Female,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,1.269146019
2010,Female,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.53204649
2010,,Partner,,,,,,,,,,,,,,,,,,,,,,5.501931521
2010,,Family,,,,,,,,,,,,,,,,,,,,,,2.556786463
2010,,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,4.755495285
2010,,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.236452853
2010,,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,2.819490326
2010,,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,1.995972928
2010,,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.963159645
2010,,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.299816996
2010,,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.382585209
2010,,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.346552237
2010,,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.97470163
2010,,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.879003187
2010,,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.354323124
2010,,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.239486499
2010,,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.304782383
2010,,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.070299269
2010,,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.052101827
2010,,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.043186016
2010,,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,1.17136018
2010,,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.435359154
2011,Male,,,,,,,,,,,,,,,,,,,,,,,4.911388965
2011,Male,Partner,,,,,,,,,,,,,,,,,,,,,,3.515839679
2011,Male,Family,,,,,,,,,,,,,,,,,,,,,,1.971933983
2011,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,3.809669729
2011,Male,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.625317381
2011,Male,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,2.120760705
2011,Male,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,1.160840214
2011,Male,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,1.424759586
2011,Male,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,1.708588878
2011,Male,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,0.904164838
2011,Male,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.045613681
2011,Male,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,0.766634745
2011,Male,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.50640774
2011,Male,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.070607829
2011,Male,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.042912521
2011,Male,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0
2011,Male,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0
2011,Male,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0
2011,Male,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0
2011,Male,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,0.845677605
2011,Male,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.349949528
2011,Female,,,,,,,,,,,,,,,,,,,,,,,9.050378129
2011,Female,Partner,,,,,,,,,,,,,,,,,,,,,,6.88364895
2011,Female,Family,,,,,,,,,,,,,,,,,,,,,,3.396725371
2011,Female,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,7.023852624
2011,Female,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.65336561
2011,Female,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,4.520087845
2011,Female,Partner,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,3.399883907
2011,Female,Partner,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,2.980770449
2011,Female,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.667999406
2011,Female,Family,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.672175956
2011,Female,Family,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,1.587829689
2011,Female,Family,Non-sexual,Threats or force,,Threats,,,,,,,,,,,,,,,,,,1.12391114
2011,Female,Family,Non-sexual,Threats or force,,Force,,,,,,,,,,,,,,,,,,0.915102144
2011,Female,Partner,Sexual,,,,,,,,,,,,,,,,,,,,,0.530354941
2011,Female,Partner,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.34426728
2011,Female,Partner,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.402680877
2011,Female,Family,Sexual,,,,,,,,,,,,,,,,,,,,,0.08490058
2011,Female,Family,Sexual,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.031573588
2011,Female,Family,Sexual,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.019495368
2011,Female,Partner,Stalking,,,,,,,,,,,,,,,,,,,,,1.094146921
2011,Female,Family,Stalking,,,,,,,,,,,,,,,,,,,,,0.768538823
2011,,Partner,,,,,,,,,,,,,,,,,,,,,,5.222391967
2011,,Family,,,,,,,,,,,,,,,,,,,,,,2.682274476
2011,,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,5.433865518
2011,,Partner,Non-sexual,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.650546498
2011,,Partner,Non-sexual,Threats or force,,,,,,,,,,,,,,,,,,,,3.332079733
